Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
1, 91490.00,-0.31,-1.18, 0.03,-10.92,-20.10, 2.16,19.50, 306.36, -130.64, 492.20, -0.36
138, 91497.00,-0.24,-1.22, 0.06,-2.02,19.20,22.12,19.50, 308.20, -127.88, 488.52, -0.35
260, 91487.00,-0.23,-1.21, 0.07, 1.25, 0.63,22.82,19.50, 331.20, -123.28, 482.08, -0.31
379, 91490.00,-0.25,-1.22, 0.07,11.13, 4.45, 0.63,19.50, 325.68, -126.04, 485.76, -0.32
503, 91497.00,-0.25,-1.14, 0.07,11.41,15.72, 0.56,19.50, 316.48, -131.56, 485.76, -0.35
621, 91487.00,-0.27,-1.19, 0.05,-5.43,18.78,15.37,19.50, 324.76, -115.00, 487.60, -0.29
738, 91487.00,-0.26,-1.17, 0.06,-10.64,12.45,-1.32,19.50, 314.64, -99.36, 488.52, -0.26
858, 91493.00,-0.24,-1.17, 0.06,-6.33, 0.70,-6.26,19.50, 303.60, -86.48, 491.28, -0.23
990, 91490.00,-0.24,-1.17, 0.06,20.03, 0.97,11.27,19.51, 303.60, -97.52, 492.20, -0.27
1109, 91493.00,-0.26,-1.22, 0.04,26.09,14.47, 8.56,19.50, 306.36, -113.16, 494.96, -0.31
1228, 91493.00,-0.23,-1.20, 0.06,11.90,18.30, 5.57,19.51, 309.12, -152.72, 492.20, -0.41
1350, 91497.00,-0.24,-1.21, 0.05,-11.48, 4.10,-1.32,19.51, 302.68, -124.20, 494.04, -0.34
1469, 91497.00,-0.24,-1.31, 0.07,-3.90, 1.46,10.92,19.51, 307.28, -122.36, 494.04, -0.33
1588, 91497.00,-0.25,-1.19, 0.04,23.58,15.17,10.78,19.51, 309.12, -114.08, 494.96, -0.31
1713, 91493.00,-0.26,-1.09, 0.04, 7.86,51.69, 3.20,19.51, 288.88, -119.60, 501.40, -0.35
1846, 91490.00,-0.29,-1.15, 0.03,-11.13,54.54,-18.57,19.51, 258.52, -93.84, 509.68, -0.30
1965, 91490.00,-0.24,-1.15, 0.06,-26.09,50.37,-16.14,19.51, 239.20, -75.44, 506.92, -0.26
2089, 91497.00,-0.26,-1.13, 0.06,-5.29,15.51, 4.03,19.51, 227.24, -33.12, 503.24, -0.10
2214, 91494.00,-0.27,-1.13, 0.05,10.64,-0.90,19.27,19.51, 231.84, -37.72, 503.24, -0.12
2333, 91493.00,-0.29,-1.17, 0.04,14.19,-7.58,40.35,19.51, 264.96, -45.08, 497.72, -0.12
2452, 91493.00,-0.28,-1.14, 0.03,17.53,-12.45,38.54,19.52, 303.60, -60.72, 483.92, -0.15
2570, 91497.00,-0.26,-1.12, 0.05, 2.92,-36.17,-1.53,19.52, 299.92, -71.76, 490.36, -0.19
2707, 91487.00,-0.29,-1.16, 0.03,13.43,-25.46,-44.38,19.52, 246.56, -79.12, 505.08, -0.26
2825, 91497.00,-0.29,-1.17, 0.01,51.48,-4.94,-18.92,19.51, 227.24, -104.88, 514.28, -0.39
2944, 91490.00,-0.30,-1.02, 0.01,49.74, 1.25,47.72,19.52, 252.08, -161.92, 508.76, -0.53
3063, 91487.00,-0.29,-1.08, 0.01,-16.35,-18.02,62.96,19.51, 320.16, -152.72, 489.44, -0.40
3182, 91494.00,-0.27,-1.16, 0.04,-38.19, 2.09,13.08,19.51, 337.64, -102.12, 483.00, -0.25
3302, 91497.00,-0.25,-1.13, 0.05,-29.29, 8.28,-30.54,19.51, 299.00, -78.20, 494.04, -0.21
3432, 91500.00,-0.26,-1.10, 0.03,-38.26,-20.03,-23.79,19.51, 254.84, -41.40, 498.64, -0.12
3565, 91505.00,-0.26,-1.23, 0.04,14.40,-6.40,20.87,19.53, 266.80, -34.96, 495.88, -0.08
3683, 91494.00,-0.23,-1.11, 0.04,53.63,-3.55,37.98,19.52, 302.68, -92.00, 495.88, -0.25
3802, 91497.00,-0.26,-1.11, 0.03,39.17, 3.06,15.65,19.52, 301.76, -105.80, 495.88, -0.29
3921, 91503.00,-0.27,-1.10, 0.03, 1.53,18.78,-21.08,19.52, 276.00, -124.20, 508.76, -0.38
4046, 91497.00,-0.26,-1.07, 0.03,-12.17, 8.49,-17.95,19.52, 259.44, -115.00, 509.68, -0.37
4171, 91493.00,-0.27,-1.20, 0.02,-10.37,-3.83, 8.35,19.52, 256.68, -59.80, 506.92, -0.18
4290, 91497.00,-0.25,-1.17, 0.04,14.82,10.09,21.08,19.52, 267.72, -91.08, 504.16, -0.28
4423, 91497.00,-0.23,-1.21, 0.04,20.10, 3.27, 6.68,19.52, 245.64, -103.96, 514.28, -0.35
