Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 95325.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.68, 318.32, -536.36, 41.40, -0.99
86, 95328.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.67, 316.48, -534.52, 42.32, -0.99
172, 95331.00, 0.08, 0.04, 0.82, 6.68, 0.00, 5.77,23.67, 317.40, -536.36, 40.48, -0.99
259, 95323.00, 0.10, 0.05, 0.83, 6.68, 0.00, 5.77,23.66, 313.72, -537.28, 41.40, -1.00
345, 95325.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.70,23.67, 315.56, -536.36, 42.32, -0.99
437, 95323.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.77,23.68, 317.40, -534.52, 42.32, -0.99
535, 95328.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.67, 314.64, -535.44, 40.48, -0.99
622, 95328.00, 0.08, 0.04, 0.82, 6.68, 0.00, 5.77,23.68, 315.56, -539.12, 39.56, -1.00
708, 95320.00, 0.09, 0.04, 0.81, 6.75, 0.00, 5.77,23.68, 314.64, -536.36, 39.56, -0.99
795, 95325.00, 0.10, 0.06, 0.82, 6.68, 0.00, 5.77,23.70, 313.72, -535.44, 41.40, -1.00
881, 95323.00, 0.10, 0.04, 0.82, 6.68, 0.07, 5.77,23.66, 316.48, -536.36, 39.56, -0.99
971, 95328.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.66, 314.64, -535.44, 39.56, -0.99
1057, 95320.00, 0.09, 0.06, 0.81, 6.68, 0.00, 5.77,23.66, 316.48, -534.52, 38.64, -0.99
1154, 95323.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.68, 316.48, -535.44, 41.40, -0.99
1240, 95334.00, 0.11, 0.04, 0.81, 6.68, 0.00, 5.70,23.65, 316.48, -536.36, 39.56, -0.99
1327, 95331.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.68, 315.56, -534.52, 39.56, -0.99
1413, 95331.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.77,23.67, 315.56, -533.60, 40.48, -0.99
1504, 95325.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.77,23.67, 315.56, -536.36, 43.24, -0.99
1590, 95328.00, 0.08, 0.04, 0.81, 6.68, 0.00, 5.77,23.68, 314.64, -537.28, 43.24, -1.00
1676, 95323.00, 0.09, 0.04, 0.82, 6.75, 0.00, 5.77,23.67, 315.56, -538.20, 41.40, -0.99
1791, 95325.00, 0.09, 0.06, 0.81, 6.75, 0.00, 5.77,23.69, 314.64, -533.60, 43.24, -0.99
1884, 95320.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.67, 316.48, -537.28, 41.40, -0.99
1970, 95328.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.69, 313.72, -534.52, 39.56, -0.99
2062, 95325.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.68, 316.48, -538.20, 42.32, -0.99
2148, 95328.00, 0.08, 0.05, 0.82, 6.68, 0.00, 5.77,23.71, 318.32, -534.52, 41.40, -0.99
2235, 95323.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.71, 317.40, -537.28, 39.56, -0.99
2321, 95325.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.71, 316.48, -536.36, 39.56, -0.99
2419, 95323.00, 0.10, 0.04, 0.82, 6.68, 0.00, 5.77,23.67, 316.48, -534.52, 42.32, -0.99
2509, 95314.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.77,23.69, 316.48, -535.44, 41.40, -0.99
2596, 95314.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.68, 314.64, -534.52, 40.48, -0.99
2683, 95323.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.70, 315.56, -535.44, 40.48, -0.99
2769, 95325.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.77,23.71, 315.56, -538.20, 41.40, -0.99
2856, 95325.00, 0.09, 0.05, 0.82, 6.75, 0.00, 5.77,23.69, 314.64, -538.20, 41.40, -1.00
2942, 95328.00, 0.10, 0.05, 0.82,
