Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 93556.00, 0.09, 0.08, 0.81, 6.75,-0.14, 5.77,22.04, -106.72, -696.44, 112.24, -1.68
130, 93556.00, 0.09, 0.07, 0.82, 6.75,-0.14, 5.70,22.03, -103.96, -698.28, 113.16, -1.67
262, 93556.00, 0.09, 0.07, 0.82, 6.82,-0.14, 5.70,22.03, -102.12, -696.44, 114.08, -1.67
394, 93564.00, 0.08, 0.07, 0.82, 6.75,-0.14, 5.70,22.04, -105.80, -697.36, 112.24, -1.68
526, 93556.00, 0.09, 0.06, 0.81, 6.82,-0.14, 5.70,22.03, -106.72, -696.44, 112.24, -1.68
658, 93556.00, 0.10, 0.06, 0.82, 6.75,-0.14, 5.70,22.04, -103.96, -698.28, 111.32, -1.67
790, 93556.00, 0.09, 0.06, 0.81, 6.75,-0.07, 5.70,22.03, -103.04, -699.20, 111.32, -1.67
922, 93550.00, 0.09, 0.05, 0.82, 6.75,-0.07, 5.70,22.04, -106.72, -697.36, 113.16, -1.68
1054, 93553.00, 0.08, 0.07, 0.81, 6.75,-0.14, 5.70,22.04, -104.88, -698.28, 112.24, -1.67
1188, 93558.00, 0.08, 0.06, 0.82, 6.75,-0.14, 5.70,22.04, -103.04, -699.20, 112.24, -1.67
1321, 93556.00, 0.09, 0.06, 0.83, 6.82,-0.07, 5.70,22.04, -104.88, -699.20, 112.24, -1.67
1454, 93556.00, 0.09, 0.07, 0.81, 6.75,-0.07, 5.70,22.05, -106.72, -698.28, 111.32, -1.68
1587, 93547.00, 0.09, 0.07, 0.82, 6.82,-0.14, 5.70,22.03, -104.88, -700.12, 110.40, -1.67
1720, 93544.00, 0.09, 0.06, 0.82, 6.75,-0.14, 5.70,22.04, -103.96, -699.20, 113.16, -1.67
1853, 93544.00, 0.09, 0.07, 0.82, 6.75,-0.14, 5.77,22.04, -104.88, -699.20, 114.08, -1.67
1986, 93558.00, 0.09, 0.06, 0.81, 6.75,-0.14, 5.70,22.04, -102.12, -697.36, 111.32, -1.67
2119, 93558.00, 0.10, 0.07, 0.82, 6.75,-0.14, 5.70,22.04, -103.04, -692.76, 112.24, -1.67
2253, 93553.00, 0.10, 0.08, 0.82, 6.75,-0.07, 5.77,22.03, -105.80, -699.20, 112.24, -1.68
2386, 93553.00, 0.09, 0.06, 0.81, 6.75,-0.14, 5.77,22.04, -106.72, -697.36, 112.24, -1.68
2519, 93547.00, 0.08, 0.06, 0.82, 6.82,-0.14, 5.70,22.04, -103.04, -698.28, 111.32, -1.67
2652, 93544.00, 0.09, 0.06, 0.82, 6.82,-0.14, 5.70,22.04, -105.80, -697.36, 115.00, -1.68
2785, 93550.00, 0.10, 0.06, 0.81, 6.75,-0.14, 5.70,22.04, -104.88, -698.28, 109.48, -1.67
2918, 93550.00, 0.09, 0.07, 0.81, 6.75,-0.14, 5.70,22.03, -104.88, -698.28, 112.24, -1.67
3051, 93550.00, 0.09, 0.07, 0.82, 6.75,-0.14, 5.70,22.03, -103.04, -698.28, 115.00, -1.67
3184, 93547.00, 0.09, 0.07, 0.82, 6.75,-0.14, 5.70,22.03, -105.80, -696.44, 115.00, -1.68
3318, 93547.00, 0.09, 0.07, 0.82, 6.75,-0.07, 5.70,22.04, -103.96, -697.36, 112.24, -1.67
3451, 93556.00, 0.09, 0.06, 0.81, 6.82,-0.14, 5.77,22.04, -105.80, -700.12, 112.24, -1.68
3584, 93556.00, 0.08, 0.07, 0.82, 6.75,-0.14, 5.77,22.04, -103.96, -699.20, 113.16, -1.67
3717, 93550.00, 0.08, 0.07, 0.82, 6.75,-0.14, 5.70,22.04, -104.88, -697.36, 112.24, -1.67
3850, 93550.00, 0.09, 0.06, 0.81, 6.75,-0.07, 5.70,22.04, -104.88, -698.28, 112.24, -1.67
3983, 93550.00, 0.09, 0.06, 0.81, 6.75,-0.14, 5.77,22.03, -103.96, -698.28, 112.24, -1.67
4116, 93553.00, 0.08, 0.07, 0.81, 6.75,-0.14, 5.77,22.04, -104.88, -697.36, 112.24, -1.67
4249, 93561.00, 0.08, 0.07, 0.81, 6.75,-0.14, 5.70,22.04, -103.04, -698.28, 112.24, -1.67
4382, 93556.00, 0.09, 0.06, 0.83, 6.82,-0.14, 5.70,22.04, -103.96, -699.20, 113.16, -1.67
4516, 93550.00, 0.09, 0.07, 0.82, 6.75,-0.14, 5.77,22.04, -106.72, -698.28, 112.24, -1.68
4657, 93550.00, 0.08, 0.07, 0.82, 6.82,-0.14, 5.70,22.04, -104.88, -697.36, 111.32, -1.67
4782, 93544.00, 0.09, 0.06, 0.82, 6.82,-0.07, 5.70,22.03, -103.96, -699.20, 111.32, -1.67
