Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 95028.00, 0.19, 0.46, 0.72, 6.68,-0.35, 6.05,18.34, -64.40, -402.04, -231.84, -1.68
95, 95045.00, 0.17, 0.45, 0.74, 6.68,-0.63, 5.84,18.35, -65.32, -404.80, -231.84, -1.69
189, 95031.00, 0.19, 0.46, 0.73, 6.40,-0.77, 5.84,18.36, -65.32, -402.96, -230.92, -1.69
289, 95037.00, 0.19, 0.45, 0.74, 6.54,-0.70, 5.84,18.36, -65.32, -401.12, -230.00, -1.69
384, 95026.00, 0.19, 0.47, 0.74, 6.82,-0.49, 5.98,18.37, -65.32, -399.28, -230.92, -1.69
505, 95042.00, 0.18, 0.45, 0.74, 6.68,-0.63, 5.77,18.36, -65.32, -402.96, -230.00, -1.69
599, 95034.00, 0.19, 0.45, 0.73, 6.68,-0.49, 6.12,18.38, -66.24, -402.96, -230.00, -1.69
694, 95034.00, 0.19, 0.46, 0.74, 6.89,-0.42, 5.98,18.38, -62.56, -400.20, -227.24, -1.68
788, 95026.00, 0.19, 0.45, 0.74, 6.82,-0.28, 6.05,18.38, -64.40, -400.20, -230.00, -1.68
883, 95034.00, 0.19, 0.46, 0.74, 6.82,-0.49, 5.98,18.38, -64.40, -403.88, -229.08, -1.68
978, 95028.00, 0.18, 0.46, 0.73, 6.75,-0.56, 5.98,18.39, -68.08, -402.04, -229.08, -1.69
1076, 95031.00, 0.20, 0.46, 0.74, 7.10,-0.42, 5.84,18.39, -66.24, -400.20, -228.16, -1.69
1184, 95037.00, 0.19, 0.46, 0.73, 6.82, 0.14, 6.33,18.39, -66.24, -401.12, -230.92, -1.69
1294, 95020.00, 0.18, 0.45, 0.73, 6.75,-0.42, 6.05,18.39, -67.16, -400.20, -229.08, -1.69
1388, 95026.00, 0.19, 0.46, 0.74, 6.54,-0.49, 6.05,18.40, -66.24, -401.12, -227.24, -1.69
1483, 95026.00, 0.18, 0.46, 0.74, 6.47,-1.04, 5.36,18.39, -64.40, -401.12, -228.16, -1.68
1584, 95026.00, 0.19, 0.45, 0.73, 6.75,-0.49, 5.91,18.40, -67.16, -402.04, -230.00, -1.69
1685, 95020.00, 0.19, 0.46, 0.74, 7.37,-0.21, 6.05,18.39, 
