Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
1, 95426.00, 0.14, 0.02, 0.82, 6.61, 0.00, 5.70,23.16, 258.52, -540.96, 45.08, -1.08
76, 95423.00, 0.14, 0.01, 0.81, 6.68, 0.00, 5.77,23.12, 259.44, -538.20, 42.32, -1.08
152, 95429.00, 0.13, 0.01, 0.81, 6.68, 0.00, 5.77,23.04, 259.44, -539.12, 44.16, -1.08
228, 95418.00, 0.14, 0.02, 0.82, 6.75, 0.00, 5.77,23.16, 258.52, -540.96, 43.24, -1.08
304, 95429.00, 0.14, 0.01, 0.82, 6.68, 0.00, 5.70,23.09, 260.36, -538.20, 41.40, -1.07
381, 95418.00, 0.13, 0.03, 0.81, 6.68,-0.07, 5.77,23.15, 261.28, -537.28, 42.32, -1.07
457, 95423.00, 0.14, 0.02, 0.82, 6.68, 0.00, 5.70,23.16, 258.52, -539.12, 44.16, -1.08
533, 95421.00, 0.14, 0.02, 0.82, 6.75, 0.00, 5.77,23.06, 259.44, -540.96, 44.16, -1.08
609, 95429.00, 0.14, 0.02, 0.81, 6.68, 0.00, 5.77,23.15, 258.52, -539.12, 42.32, -1.08
684, 95421.00, 0.13, 0.02, 0.81, 6.68, 0.00, 5.70,23.09, 260.36, -539.12, 45.08, -1.08
765, 95423.00, 0.13, 0.02, 0.82, 6.68, 0.00, 5.77,23.10, 260.36, -539.12, 43.24, -1.08
843, 95426.00, 0.14, 0.02, 0.83, 6.68, 0.00, 5.70,23.19, 259.44, -538.20, 42.32, -1.08
919, 95423.00, 0.14, 0.02, 0.81, 6.68, 0.00, 5.70,23.20, 260.36, -541.88, 44.16, -1.08
995, 95418.00, 0.14, 0.02, 0.81, 6.68, 0.00, 5.70,23.08, 262.20, -539.12, 43.24, -1.07
1085, 95426.00, 0.14, 0.02, 0.82, 6.68, 0.00, 5.70,23.09, 258.52, -538.20, 43.24, -1.08
1161, 95412.00, 0.13, 0.01, 0.82, 6.68, 0.00, 5.77,23.16, 260.36, -540.04, 46.00, -1.08
1236, 95429.00, 0.14, 0.02, 0.82, 6.75, 0.00, 5.77,23.11, 260.36, -538.20, 44.16, -1.07
1314, 95423.00, 0.14, 0.01, 0.82, 6.68, 0.00, 5.77,23.16, 260.36, -538.20, 43.24, -1.07
1390, 95423.00, 0.14, 0.02, 0.82, 6.75,-0.07, 5.70,23.13, 258.52, -539.12, 43.24, -1.08
1466, 95426.00, 0.13, 0.02, 0.82, 6.68, 0.00, 5.70,23.19, 261.28, -537.28, 42.32, -1.07
1542, 95426.00, 0.14, 0.01, 0.81, 6.68, 0.00, 5.70,23.13, 260.36, -541.88, 41.40, -1.08
1617, 95418.00, 0.14, 0.00, 0.81, 6.68, 0.00, 5.77,23.13, 260.36, -539.12, 46.00, -1.08
1693, 95421.00, 0.13, 0.02, 0.81, 6.75, 0.00, 5.77,23.10, 262.20, -536.36, 45.08, -1.07
1771, 95418.00, 0.13, 0.02, 0.83, 6.68, 0.00, 5.77,23.17, 259.44, -540.04, 44.16, -1.08
1852, 95423.00, 0.13, 0.02, 0.83, 6.68,-0.07, 5.77,23.15, 262.20, -539.12, 44.16, -1.07
1928, 95434.00, 0.14, 0.02, 0.80, 6.75, 0.00, 5.77,23.17, 259.44, -540.04, 43.24, -1.08
2003, 95421.00, 0.13, 0.02, 0.82, 6.68, 0.00, 5.70,23.19, 260.36, -540.04, 41.40, -1.08
2079, 95423.00, 0.14, 0.01, 0.81, 6.68, 0.00, 5.77,23.14, 260.36, -540.04, 46.00, -1.08
2164, 95429.00, 0.15, 0.02, 0.82, 6.68, 0.07, 5.77,23.10, 260.36, -539.12, 41.40, -1.08
2240, 95421.00, 0.13, 0.02, 0.83, 6.68, 0.00, 5.77,23.17, 258.52, -539.12, 42.32, -1.08
2316, 95423.00, 0.13, 0.01, 0.81, 6.68, 0.00, 5.77,23.13, 260.36, -538.20, 39.56, -1.07
2391, 95423.00, 0.14, 0.03, 0.82, 6.75, 0.00, 5.70,23.19, 263.12, -539.12, 44.16, -1.07
2466, 95423.00, 0.13, 0.01, 0.81, 6.75, 0.00, 5.77,23.20, 260.36, -539.12, 42.32, -1.08
2542, 95423.00, 0.13, 0.02, 0.81, 6.75, 0.07, 5.77,23.04, 260.36, -540.96, 42.32, -1.08
2621, 95412.00, 0.12, 0.02, 0.82, 6.68, 0.00, 5.70,23.18, 262.20, -540.04, 45.08, -1.07
2697, 95426.00, 0.14, 0.02, 0.82, 6.75, 0.00, 5.77,23.20, 257.60, -539.12, 40.48, -1.08
2772, 95421.00, 0.14, 0.01, 0.82, 6.68, 0.00, 5.77,23.18, 257.60, -539.12, 46.00, -1.08
2848, 95415.00, 0.13, 0.01, 0.80, 6.68, 0.00, 5.70,23.17, 260.36, -537.28, 43.24, -1.07
2924, 95429.00, 0.13, 0.02, 0.81, 6.75, 0.00, 5.77,23.11, 261.28, -539.12, 44.16, -1.07
3005, 95415.00, 0.14, 0.01, 0.82, 6.68, 0.00, 5.70,23.13, 259.44, -537.28, 44.16, -1.08
3083, 95418.00, 0.14, 0.02, 0.81, 6.68,-0.07, 5.77,23.11, 261.28, -540.04, 44.16, -1.07
3180, 95418.00, 0.12, 0.02, 0.82, 6.68,-0.07, 5.77,23.15, 258.52, -540.04, 44.16, -1.08
3266, 95429.00, 0.14, 0.01, 0.81, 6.75, 0.07, 5.77,23.20, 260.36, -537.28, 42.32, -1.07
3342, 95418.00, 0.14, 0.02, 0.83, 6.68,-0.07, 5.77,23.20, 261.28, -538.20, 44.16, -1.07
3418, 95407.00, 0.14, 0.01, 0.78, 6.89, 0.42, 5.77,23.19, 262.20, -537.28, 43.24, -1.07
3493, 95423.00, 0.14, 0.02, 0.84, 6.68,-0.07, 5.77,23.07, 262.20, -540.04, 42.32, -1.07
3583, 95429.00, 0.13, 0.02, 0.81, 6.75, 0.00, 5.77,23.12, 262.20, -538.20, 41.40, -1.07
3664, 95434.00, 0.14, 0.02, 0.87, 6.68,-0.14, 5.70,23.14, 260.36, -540.96, 45.08, -1.08
3745, 95421.00, 0.13, 0.02, 0.81, 6.68,-0.14, 5.77,23.14, 259.44, -540.96, 44.16, -1.08
3826, 95418.00, 0.15, 0.02, 0.80, 6.68, 0.00, 5.70,23.15, 263.12, -538.20, 44.16, -1.07
3906, 95418.00, 0.13, 0.01, 0.82, 6.75, 0.14, 5.70,23.13, 260.36, -540.04, 44.16, -1.08
3990, 95423.00, 0.13, 0.02, 0.83, 6.75, 0.07, 5.70,23.14, 260.36, -540.96, 45.08, -1.08
4075, 95421.00, 0.14, 0.03, 0.84, 6.61,-0.07, 5.63,23.10, 262.20, -539.12, 46.92, -1.07
4156, 95421.00, 0.13, 0.02, 0.83, 6.75, 0.21, 5.36,23.19, 261.28, -539.12, 41.40, -1.07
4236, 95429.00, 0.13, 0.01, 0.80, 6.54, 0.07, 4.87,23.20, 260.36, -538.20, 43.24, -1.07
4336, 95426.00, 0.13, 0.01, 0.80, 6.61, 0.14, 4.94,23.13, 263.12, -540.04, 44.16, -1.07
4417, 95423.00, 0.13, 0.02, 0.81, 6.68, 0.00, 5.50,23.17, 262.20, -539.12, 43.24, -1.07
4499, 95421.00, 0.14, 0.02, 0.82, 6.68, 0.00, 5.70,23.15, 261.28, -540.04, 44.16, -1.07
4580, 95418.00, 0.12, 0.01, 0.80, 5.77, 0.00, 5.91,23.19, 259.44, -537.28, 44.16, -1.08
4661, 95415.00, 0.13, 0.02, 0.84, 6.68, 0.00, 5.91,23.11, 262.20, -538.20, 46.00, -1.07
4741, 95421.00, 0.14, 0.04, 0.86, 5.50,-2.02,29.29,23.11, 259.44, -539.12, 40.48, -1.08
4821, 95421.00, 0.14,-0.02, 0.74, 5.98, 2.16,17.60,23.15, 255.76, -539.12, 35.88, -1.08
4902, 95421.00, 0.14,-0.01, 0.83, 7.79,-2.50, 7.23,23.21, 254.84, -538.20, 35.88, -1.08
4985, 95421.00, 0.15, 0.01, 0.79, 7.23, 0.07,12.87,23.17, 253.00, -540.04, 34.04, -1.09
5066, 95418.00, 0.14, 0.02, 0.80, 6.61, 0.49, 6.40,23.12, 254.84, -539.12, 33.12, -1.08
5147, 95423.00, 0.13, 0.00, 0.83, 6.89, 1.81, 5.84,23.18, 253.92, -539.12, 33.12, -1.08
5234, 95412.00, 0.13, 0.02, 0.81, 6.96,-0.28, 5.63,23.20, 256.68, -540.04, 30.36, -1.08
5315, 95423.00, 0.13, 0.02, 0.82, 6.54,-0.63, 5.70,23.17, 256.68, -537.28, 34.96, -1.08
5396, 95418.00, 0.14, 0.02, 0.82, 6.47,-1.11, 5.70,23.14, 255.76, -539.12, 32.20, -1.08
5482, 95418.00, 0.15, 0.00, 0.80, 6.75,-1.39, 5.84,23.09, 252.08, -540.04, 34.04, -1.09
5563, 95423.00, 0.12, 0.01, 0.85,
