Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
1, 95418.00, 0.12, 0.00, 0.81, 6.68, 0.00, 5.77,23.03, 257.60, -538.20, 34.04, -1.08
76, 95412.00, 0.13, 0.01, 0.83, 6.75, 0.00, 5.77,23.06, 257.60, -536.36, 32.20, -1.08
152, 95426.00, 0.13, 0.02, 0.81, 6.68, 0.00, 5.77,23.11, 257.60, -537.28, 37.72, -1.08
228, 95423.00, 0.13, 0.01, 0.82, 6.68,-0.07, 5.77,23.07, 256.68, -536.36, 38.64, -1.08
304, 95423.00, 0.13, 0.02, 0.82, 6.68,-0.07, 5.70,23.06, 256.68, -532.68, 33.12, -1.08
383, 95423.00, 0.12, 0.00, 0.81, 6.75,-0.07, 5.70,23.04, 259.44, -539.12, 34.04, -1.08
459, 95421.00, 0.12, 0.02, 0.82, 6.75, 0.00, 5.77,23.09, 257.60, -539.12, 35.88, -1.08
544, 95415.00, 0.14, 0.00, 0.80, 6.89, 0.35, 5.77,23.02, 256.68, -538.20, 34.96, -1.08
620, 95418.00, 0.14, 0.02, 0.82, 6.82, 0.21, 5.77,23.00, 257.60, -538.20, 35.88, -1.08
696, 95412.00, 0.11, 0.03, 0.84, 6.89, 0.21, 5.77,23.12, 257.60, -535.44, 34.96, -1.08
772, 95412.00, 0.14, 0.02, 0.79, 6.40,-9.53, 5.43,23.11, 254.84, -540.04, 34.96, -1.08
850, 95418.00, 0.16, 0.04, 0.79, 0.83,-14.19, 3.55,23.05, 252.08, -538.20, 33.12, -1.09
926, 95412.00, 0.22,-0.01, 0.71, 0.07,-16.83, 4.73,22.97, 230.00, -546.48, 47.84, -1.13
1002, 95423.00, 0.18,-0.01, 0.82, 0.56,-8.77, 5.15,22.98, 227.24, -544.64, 51.52, -1.13
1078, 95429.00, 0.21,-0.08, 0.83,-5.63,-12.38, 4.59,23.00, 222.64, -549.24, 57.96, -1.14
1154, 95415.00, 0.13,-0.02, 0.97, 4.73, 9.81, 5.91,22.99, 230.00, -547.40, 58.88, -1.13
1230, 95423.00, 0.26,-0.06, 0.66, 0.70, 5.84, 5.70,23.02, 226.32, -548.32, 60.72, -1.13
1308, 95418.00, 0.20,-0.07, 0.74, 1.25,-7.37, 5.01,23.08, 231.84, -548.32, 66.24, -1.13
1385, 95418.00, 0.18,-0.05, 0.84, 5.08,-4.17, 5.22,23.14, 227.24, -548.32, 66.24, -1.13
1461, 95418.00, 0.17,-0.06, 0.81, 1.88,-1.18, 5.15,23.01, 229.08, -547.40, 71.76, -1.13
1537, 95418.00, 0.19,-0.08, 0.86,10.85,-3.76, 5.36,23.06, 226.32, -549.24, 69.00, -1.13
