Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 95331.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.68, 315.56, -534.52, 42.32, -0.99
86, 95331.00, 0.08, 0.06, 0.81, 6.68, 0.00, 5.77,23.70, 313.72, -536.36, 40.48, -1.00
172, 95325.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.68, 314.64, -535.44, 40.48, -0.99
259, 95328.00, 0.09, 0.03, 0.81, 6.75, 0.00, 5.77,23.67, 315.56, -539.12, 38.64, -1.00
345, 95345.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.67, 317.40, -535.44, 39.56, -0.99
434, 95342.00, 0.08, 0.05, 0.82, 6.75, 0.00, 5.77,23.69, 316.48, -535.44, 43.24, -0.99
533, 95331.00, 0.08, 0.05, 0.80, 6.75, 0.00, 5.77,23.69, 315.56, -537.28, 42.32, -0.99
619, 95325.00, 0.09, 0.06, 0.82, 6.75, 0.00, 5.77,23.69, 315.56, -537.28, 41.40, -0.99
705, 95334.00, 0.09, 0.05, 0.81, 6.75, 0.00, 5.77,23.66, 314.64, -535.44, 41.40, -0.99
791, 95323.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.68, 314.64, -537.28, 43.24, -1.00
877, 95334.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.70,23.68, 313.72, -537.28, 41.40, -1.00
967, 95334.00, 0.10, 0.06, 0.81, 6.68, 0.00, 5.70,23.67, 315.56, -534.52, 38.64, -0.99
1053, 95328.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.66, 314.64, -536.36, 43.24, -0.99
1150, 95328.00, 0.09,-0.01, 0.81, 6.68, 0.00, 5.77,23.67, 316.48, -536.36, 42.32, -0.99
1236, 95331.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.66, 314.64, -534.52, 40.48, -0.99
1323, 95325.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.67, 315.56, -536.36, 42.32, -0.99
1409, 95328.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.67, 317.40, -535.44, 40.48, -0.99
1502, 95325.00, 0.09, 0.05, 0.82, 6.75, 0.07, 5.70,23.67, 316.48, -534.52, 40.48, -0.99
1851, 95331.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.66, 314.64, -538.20, 40.48, -1.00
1946, 95339.00, 0.08, 0.05, 0.81, 6.68, 0.00, 5.77,23.66, 316.48, -535.44, 40.48, -0.99
2035, 95334.00, 0.10, 0.04, 0.81, 6.68, 0.00, 5.77,23.66, 312.80, -537.28, 43.24, -1.00
2122, 95331.00, 0.09, 0.04, 0.81, 6.68, 0.07, 5.77,23.65, 314.64, -535.44, 42.32, -0.99
2209, 95334.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.66, 316.48, -535.44, 39.56, -0.99
2299, 95334.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.66, 314.64, -537.28, 40.48, -1.00
2385, 95323.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.77,23.65, 314.64, -537.28, 40.48, -1.00
2472, 95334.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.66, 314.64, -538.20, 40.48, -1.00
2568, 95334.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.70,23.67, 316.48, -538.20, 40.48, -0.99
2656, 95337.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.65, 316.48, -536.36, 39.56, -0.99
2746, 95339.00, 0.10, 0.05, 0.81, 6.68,-0.07, 5.77,23.65, 314.64, -534.52, 41.40, -0.99
2833, 95331.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.65, 315.56, -535.44, 42.32, -0.99
2919, 95334.00, 0.10, 0.05, 0.83, 6.68, 0.00, 5.77,23.65, 316.48, -535.44, 41.40, -0.99
3007, 95325.00, 0.10, 0.05, 0.82, 6.68, 0.00, 5.70,23.65, 314.64, -536.36, 38.64, -0.99
3094, 95328.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.65, 315.56, -536.36, 41.40, -0.99
3190, 95331.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.66, 316.48, -536.36, 40.48, -0.99
3284, 95334.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.65, 313.72, -536.36, 41.40, -1.00
3371, 95334.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.66, 315.56, -536.36, 41.40, -0.99
3457, 95328.00, 0.10, 0.05, 0.82, 6.75, 0.07, 5.77,23.64, 315.56, -533.60, 40.48, -0.99
3544, 95337.00, 0.10, 0.05, 0.82, 6.68, 0.00, 5.77,23.64, 313.72, -539.12, 42.32, -1.00
3631, 95334.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.66, 315.56, -537.28, 41.40, -0.99
3718, 95328.00, 0.10, 0.04, 0.82, 6.68, 0.00, 5.70,23.64, 316.48, -533.60, 41.40, -0.99
3818, 95337.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.67, 315.56, -537.28, 39.56, -0.99
3906, 95334.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.66, 315.56, -535.44, 40.48, -0.99
3992, 95337.00, 0.10, 0.06, 0.82, 6.68, 0.00, 5.77,23.66, 316.48, -535.44, 41.40, -0.99
4079, 95342.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.67, 315.56, -536.36, 42.32, -0.99
4166, 95337.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.66, 315.56, -536.36, 38.64, -0.99
4253, 95334.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.63, 313.72, -537.28, 40.48, -1.00
4370, 95348.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.77,23.65, 315.56, -534.52, 41.40, -0.99
4465, 95328.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.77,23.66, 316.48, -536.36, 38.64, -0.99
4557, 95339.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.66, 317.40, -532.68, 40.48, -0.99
4650, 95334.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.65, 316.48, -536.36, 39.56, -0.99
4742, 95331.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.66, 316.48, -534.52, 40.48, -0.99
4838, 95339.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.65, 315.56, -535.44, 41.40, -0.99
4932, 95339.00, 0.08, 0.05, 0.81, 6.68, 0.00, 5.77,23.64, 312.80, -537.28, 41.40, -1.00
5033, 95331.00, 0.08, 0.04, 0.81, 6.68, 0.00, 5.77,23.65, 314.64, -536.36, 40.48, -0.99
5127, 95325.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.65, 315.56, -536.36, 42.32, -0.99
5219, 95334.00, 0.10, 0.04, 0.81, 6.68, 0.00, 5.77,23.65, 314.64, -536.36, 39.56, -0.99
5313, 95334.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.63, 314.64, -536.36, 43.24, -0.99
5410, 95328.00, 0.08, 0.04, 0.81, 6.68, 0.00, 5.77,23.64, 314.64, -537.28, 45.08, -1.00
5503, 95342.00, 0.09, 0.04, 0.80, 6.68, 0.00, 5.77,23.65, 316.48, -534.52, 40.48, -0.99
5829, 95337.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.65, 314.64, -537.28, 42.32, -1.00
5920, 95342.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.63, 314.64, -536.36, 40.48, -0.99
6014, 95337.00, 0.10, 0.04, 0.81, 6.61, 0.07, 5.77,23.65, 316.48, -537.28, 42.32, -0.99
6106, 95334.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.64, 316.48, -536.36, 39.56, -0.99
6201, 95337.00, 0.10, 0.04, 0.82, 6.68, 0.00, 5.77,23.65, 316.48, -534.52, 40.48, -0.99
6295, 95331.00, 0.09, 0.05, 0.82, 6.75, 0.00, 5.77,23.65, 315.56, -537.28, 39.56, -0.99
6386, 95339.00, 0.08, 0.04, 0.81, 6.75, 0.00, 5.77,23.66, 315.56, -535.44, 42.32, -0.99
6488, 95325.00, 0.08, 0.04, 0.81, 6.68, 0.00, 5.77,23.66, 313.72, -537.28, 38.64, -1.00
6579, 95339.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.65, 317.40, -537.28, 41.40, -0.99
6673, 95328.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.65, 316.48, -533.60, 41.40, -0.99
6769, 95342.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.63, 316.48, -536.36, 40.48, -0.99
6861, 95334.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.66, 316.48, -536.36, 41.40, -0.99
6953, 95337.00, 0.09, 0.05, 0.83, 6.68, 0.00, 5.77,23.65, 315.56, -537.28, 43.24, -0.99
7045, 95331.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.64, 313.72, -537.28, 43.24, -1.00
7147, 95339.00, 0.08, 0.04, 0.82, 6.68, 0.00, 5.77,23.65, 314.64, -538.20, 39.56, -1.00
7245, 95339.00, 0.09, 0.06, 0.81, 6.75, 0.00, 5.77,23.64, 315.56, -537.28, 40.48, -0.99
7347, 95339.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.65, 313.72, -537.28, 42.32, -1.00
7439, 95334.00, 0.10, 0.05, 0.81, 6.68, 0.07, 5.77,23.65, 319.24, -538.20, 41.40, -0.99
7532, 95337.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.64, 312.80, -537.28, 40.48, -1.00
7624, 95334.00, 0.09, 0.05, 0.81, 6.68, 0.07, 5.77,23.64, 314.64, -536.36, 40.48, -0.99
7716, 95337.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.66, 313.72, -535.44, 42.32, -1.00
7820, 95334.00, 0.10, 0.06, 0.82, 6.68, 0.00, 5.77,23.65, 314.64, -533.60, 42.32, -0.99
7913, 95337.00, 0.10, 0.04, 0.81, 6.68, 0.00, 5.70,23.66, 313.72, -535.44, 41.40, -1.00
8006, 95345.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.77,23.65, 314.64, -536.36, 40.48, -0.99
8098, 95331.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.65, 312.80, -534.52, 41.40, -1.00
8191, 95328.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.63, 313.72, -536.36, 41.40, -1.00
8282, 95339.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.65, 317.40, -536.36, 41.40, -0.99
8378, 95331.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.64, 317.40, -534.52, 40.48, -0.99
8480, 95334.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.64, 316.48, -534.52, 44.16, -0.99
8573, 95334.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.64, 314.64, -536.36, 39.56, -0.99
8682, 95337.00, 0.08, 0.05, 0.82, 6.68, 0.00, 5.77,23.63, 313.72, -535.44, 44.16, -1.00
8780, 95339.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.65, 314.64, -536.36, 41.40, -0.99
8872, 95331.00, 0.09, 0.06, 0.81, 6.68, 0.00, 5.77,23.65, 318.32, -535.44, 44.16, -0.99
8983, 95342.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.65, 316.48, -538.20, 39.56, -0.99
9075, 95337.00, 0.11, 0.05, 0.81, 6.68, 0.00, 5.77,23.64, 315.56, -536.36, 38.64, -0.99
9176, 95331.00, 0.08, 0.04, 0.81, 6.68, 0.00, 5.77,23.66, 315.56, -537.28, 41.40, -0.99
9268, 95337.00, 0.09, 0.05, 0.82, 6.68, 0.00, 5.77,23.64, 317.40, -534.52, 42.32, -0.99
9362, 95339.00, 0.09, 0.05, 0.80, 6.68, 0.00, 5.77,23.64, 314.64, -538.20, 40.48, -1.00
9461, 95331.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.64, 311.88, -535.44, 43.24, -1.00
9553, 95328.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.64, 316.48, -536.36, 42.32, -0.99
