Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 91652.00,-0.26,-1.15,-0.03, 6.12,63.10,-8.49,19.00, -61.64, -152.72, 805.00, -1.91
137, 91650.00,-0.25,-1.27,-0.03,25.67,44.80,32.90,18.98, -28.52, -190.44, 787.52, -1.67
259, 91655.00,-0.30,-1.13,-0.02,31.44,29.08, 8.21,18.98, -27.60, -256.68, 745.20, -1.63
378, 91658.00,-0.34,-1.10,-0.06,15.17,16.28,-16.07,18.97, -46.00, -274.16, 711.16, -1.69
497, 91661.00,-0.29,-1.07,-0.06, 7.44,21.98, 1.60,19.01, -55.20, -282.44, 684.48, -1.72
619, 91658.00,-0.27,-1.06,-0.03, 6.68,-6.68, 1.53,18.99, -73.60, -281.52, 677.12, -1.78
736, 91661.00,-0.27,-1.31,-0.01,-14.12,-5.91,-0.90,19.02, -107.64, -268.64, 660.56, -1.91
861, 91661.00,-0.28,-1.15,-0.04,-10.23,-16.35, 7.93,18.98, -126.96, -232.76, 638.48, -2.02
993, 91658.00,-0.25,-1.23,-0.00,13.77,20.10,-19.41,19.01, -135.24, -232.76, 607.20, -2.05
1112, 91655.00,-0.27,-1.32,-0.02,31.79,-13.36,-38.12,19.01, -184.92, -259.44, 547.40, -2.14
1231, 91655.00,-0.21,-1.21,-0.01,-5.50,-21.84,-28.38,19.01, -245.64, -228.16, 503.24, -2.35
1354, 91652.00,-0.27,-1.20,-0.01,-39.23,11.48,55.79,19.00, -198.72, -195.04, 552.00, -2.32
1472, 91655.00,-0.14,-1.31, 0.03,-42.09,105.67,123.90,19.01, -59.80, -192.28, 629.28, -1.83
1590, 91655.00,-0.33,-1.08,-0.05, 2.43,46.54,31.23,19.00, -32.20, -225.40, 630.20, -1.67
1743, 91652.00,-0.28,-1.16,-0.03,70.26,60.10,-73.53,19.01, -140.76, -318.32, 541.88, -1.94
1871, 91661.00,-0.30,-1.15,-0.01,66.43,66.16,-60.66,19.00, -182.16, -401.12, 445.28, -1.95
1995, 91652.00,-0.29,-1.30,-0.03,-16.14,20.80,57.32,19.01, -90.16, -394.68, 518.88, -1.75
2114, 91655.00,-0.32,-1.26,-0.05,-43.41,11.76,104.70,19.02, -16.56, -400.20, 575.00, -1.57
2232, 91658.00,-0.31,-1.10,-0.05,-11.48,14.68,75.20,19.00, 127.88, -390.08, 634.80, -1.21
2350, 91661.00,-0.31,-1.21,-0.03,14.12,-39.17,-12.66,19.01, 122.36, -390.08, 638.48, -1.22
2469, 91663.00,-0.23,-1.26,-0.02,20.73,-66.30,-76.03,18.99, -34.96, -380.88, 616.40, -1.62
2590, 91655.00,-0.29,-1.23,-0.02,-4.31,-52.87,-45.43,18.98, -151.80, -329.36, 596.16, -1.96
2721, 91663.00,-0.31,-1.00,-0.06,-0.97,-32.14,27.27,19.00, -139.84, -299.00, 622.84, -1.96
2840, 91663.00,-0.28,-1.25,-0.02,-1.18,26.43,66.85,18.99, -48.76, -304.52, 667.92, -1.68
2959, 91655.00,-0.27,-1.09,-0.02,17.04,-1.95,36.31,19.01, -26.68, -313.72, 678.04, -1.61
3077, 91655.00,-0.33,-1.26,-0.04,37.08,-42.02,-57.67,18.99, -111.32, -349.60, 651.36, -1.83
3195, 91663.00,-0.26,-1.24,-0.01,-19.41,-38.33,-30.89,19.04, -207.92, -282.44, 640.32, -2.16
3318, 91663.00,-0.26,-1.16,-0.03,-31.44,-28.45,35.83,19.03, -183.08, -195.04, 686.32, -2.28
3440, 91655.00,-0.35,-1.02,-0.07,20.80,-8.97,15.58,19.01, -132.48, -183.08, 730.48, -2.15
3573, 91661.00,-0.23,-1.19,-0.01,50.71,-21.57,24.28,19.03, -122.36, -230.00, 737.84, -2.01
3692, 91663.00,-0.29,-1.05,-0.02, 0.70, 6.05,17.04,19.02, -91.08, -210.68, 767.28, -1.93
3811, 91661.00,-0.31,-1.07,-0.04,-33.18,-29.29, 7.03,19.02, -76.36, -171.12, 787.52, -1.94
3929, 91658.00,-0.26,-1.32,-0.01,-28.24,-0.63, 7.44,19.03, -92.00, -122.36, 802.24, -2.17
4054, 91661.00,-0.29,-1.13,-0.03, 9.67,14.05, 7.51,19.03, -98.44, -201.48, 782.92, -1.98
4420, 91652.00,-0.25,-1.05,-0.05,-6.96,50.30,33.95,19.02, -53.36, -246.56, 780.16, -1.74
4555, 91658.00,-0.29,-1.32,-0.04,-28.10,-4.94,-21.91,19.04, -77.28, -197.80, 779.24, -1.90
4674, 91650.00,-0.28,-1.25,-0.01, 0.77, 2.71,-26.71,19.01, -147.20, -188.60, 745.20, -2.19
4794, 91655.00,-0.26,-1.28,-0.02,24.14,52.24,26.64,19.02, -137.08, -214.36, 729.56, -2.09
4911, 91658.00,-0.23,-1.25, 0.01,32.77,24.00,20.10,19.03, -79.12, -271.40, 698.28, -1.81
5033, 91658.00,-0.26,-1.19, 0.01,-3.55,26.92, 5.63,19.02, -65.32, -306.36, 681.72, -1.74
5152, 91652.00,-0.28,-1.24,-0.01,-22.61,29.01,-16.77,19.01, -89.24, -282.44, 675.28, -1.83
5271, 91658.00,-0.20,-1.11, 0.00,-45.84,44.87,32.90,19.01, -46.00, -241.96, 685.40, -1.71
5410, 91655.00,-0.30,-1.35,-0.02,79.58,29.98,-26.71,19.04, -40.48, -332.12, 623.76, -1.65
5529, 91650.00,-0.23,-1.38, 0.00,133.50,68.31,-15.10,19.03, -15.64, -465.52, 476.56, -1.56
5665, 91658.00,-0.24,-1.11,-0.03,47.37,-6.33, 0.49,19.02, -29.44, -509.68, 406.64, -1.58
5790, 91658.00,-0.23,-1.11,-0.02,-121.18,-29.57,59.69,19.03, -22.08, -419.52, 556.60, -1.58
5915, 91663.00,-0.21,-1.44, 0.03,-213.08,-37.57,74.37,19.04, 54.28, -126.04, 695.52, -1.12
6040, 91661.00,-0.21,-1.31, 0.01,-49.32,-31.03,30.12,19.04, 83.72, -64.40, 677.12, -0.61
6164, 91661.00,-0.24,-1.28,-0.01,218.57,74.02,-48.90,19.01, 21.16, -350.52, 584.20, -1.46
6307, 91647.00,-0.32,-1.33,-0.06,236.94,26.50,-29.01,19.02, 11.96, -541.88, 338.56, -1.50
6435, 91658.00,-0.32,-0.95,-0.10,17.67,-21.63,-3.20,19.03, -43.24, -529.92, 331.20, -1.61
6560, 91652.00,-0.25,-1.41,-0.02,-221.91,-86.47,69.63,19.04, -73.60, -298.08, 574.08, -1.77
6685, 91650.00,-0.33,-1.37,-0.03,-203.41,-100.45,95.93,19.02, 47.84, -44.16, 646.76, -0.70
6810, 91652.00,-0.32,-1.07,-0.03,30.96,-40.00,-6.40,19.02, 72.68, -31.28, 644.92, -0.36
6934, 91655.00,-0.25,-1.36,-0.01,149.70,17.74,-84.80,19.03, -35.88, -173.88, 623.76, -1.73
7066, 91661.00,-0.17,-0.35,-0.10,102.61,-11.20,-85.98,19.01, -173.88, -334.88, 468.28, -2.00
7209, 91658.00,-0.09,-1.36,-0.02,32.97,41.18,13.91,19.01, -218.96, -346.84, 408.48, -2.09
7333, 91658.00,-0.44,-0.81,-0.05,-23.93,-25.39,-19.97,19.01, -189.52, -338.56, 437.92, -2.04
7458, 91655.00,-0.34,-1.20,-0.05,-13.08,-34.71,29.91,19.01, -180.32, -326.60, 475.64, -2.03
7583, 91661.00,-0.23,-1.17,-0.02,-4.73,15.86,54.82,19.01, -137.08, -326.60, 553.84, -1.92
7708, 91655.00,-0.35,-1.00, 0.30,90.30,-99.90,46.12,19.03, -92.00, -411.24, 546.48, -1.75
7835, 91655.00,-0.34,-0.96, 0.30,18.50,21.50,-12.87,19.02, -85.56, -465.52, 567.64, -1.71
7960, 91666.00,-0.16,-1.03, 0.33,89.88,-3.55,-50.30,19.04, -115.92, -522.56, 525.32, -1.74
8103, 91658.00,-0.21,-0.93, 0.54,52.24,-0.77,-16.35,19.04, -166.52, -594.32, 432.40, -1.80
8228, 91655.00,-0.15,-0.90, 0.57,-14.05,19.69,13.50,19.03, -140.76, -601.68, 454.48, -1.75
