Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 95415.00, 0.14, 0.01, 0.82, 6.68, 0.00, 5.77,23.26, 262.20, -539.12, 44.16, -1.07
126, 95421.00, 0.14, 0.02, 0.81, 6.68,-0.07, 5.77,23.25, 262.20, -539.12, 44.16, -1.07
254, 95415.00, 0.14, 0.01, 0.81, 6.75,-0.07, 5.77,23.23, 261.28, -539.12, 43.24, -1.07
382, 95418.00, 0.13, 0.02, 0.82, 6.68, 0.00, 5.77,23.23, 260.36, -540.96, 46.00, -1.08
510, 95412.00, 0.14, 0.02, 0.83, 6.68, 0.00, 5.77,23.13, 260.36, -538.20, 46.00, -1.07
637, 95412.00, 0.15, 0.01, 0.82, 6.68, 0.00, 5.77,23.21, 260.36, -540.04, 45.08, -1.08
765, 95418.00, 0.13, 0.03, 0.81, 6.68, 0.00, 5.77,23.22, 261.28, -537.28, 42.32, -1.07
893, 95418.00, 0.14, 0.01, 0.81, 6.75, 0.00, 5.77,23.23, 259.44, -537.28, 45.08, -1.08
1021, 95418.00, 0.14, 0.01, 0.82, 6.68, 0.00, 5.77,23.26, 259.44, -537.28, 45.08, -1.08
1150, 95423.00, 0.14, 0.01, 0.82, 6.75,-0.07, 5.77,23.22, 259.44, -539.12, 46.00, -1.08
1279, 95423.00, 0.13, 0.02, 0.81, 6.68,-0.07, 5.77,23.23, 260.36, -538.20, 46.00, -1.07
1408, 95418.00, 0.13, 0.02, 0.82, 6.68, 0.00, 5.77,23.20, 260.36, -538.20, 43.24, -1.07
1537, 95418.00, 0.13, 0.02, 0.83, 6.68,-0.07, 5.77,23.21, 261.28, -539.12, 40.48, -1.07
1666, 95418.00, 0.13, 0.02, 0.81, 6.75,-0.07, 5.77,23.23, 260.36, -538.20, 45.08, -1.07
1795, 95418.00, 0.13, 0.02, 0.82, 6.68, 0.00, 5.77,23.21, 258.52, -539.12, 44.16, -1.08
1924, 95415.00, 0.13, 0.02, 0.82, 6.75, 0.00, 5.77,23.21, 261.28, -537.28, 43.24, -1.07
2053, 95426.00, 0.14, 0.02, 0.81, 6.75, 0.00, 5.77,23.19, 261.28, -540.04, 44.16, -1.07
2182, 95409.00, 0.13, 0.01, 0.82, 6.68, 0.00, 5.77,23.20, 259.44, -537.28, 46.00, -1.08
2311, 95421.00, 0.14, 0.01, 0.82, 6.68,-0.07, 5.77,23.17, 257.60, -540.04, 43.24, -1.08
2440, 95421.00, 0.14, 0.02, 0.81, 6.68,-0.07, 5.84,23.23, 261.28, -539.12, 45.08, -1.07
2568, 95423.00, 0.14, 0.02, 0.81, 6.68,-0.07, 5.84,23.17, 261.28, -538.20, 45.08, -1.07
2697, 95418.00, 0.13, 0.02, 0.82, 6.75,-0.07, 5.84,23.22, 259.44, -539.12, 43.24, -1.08
2826, 95415.00, 0.14, 0.00, 0.82, 6.68,-0.07, 5.84,23.23, 262.20, -540.96, 43.24, -1.07
2955, 95421.00, 0.13, 0.01, 0.82, 6.68,-0.07, 5.84,23.23, 261.28, -539.12, 45.08, -1.07
3084, 95423.00, 0.14, 0.02, 0.82, 6.68,-0.07, 5.77,23.23, 258.52, -539.12, 43.24, -1.08
3213, 95412.00, 0.14, 0.01, 0.81, 6.75, 0.00, 5.77,23.22, 260.36, -540.04, 44.16, -1.08
3342, 95421.00, 0.13, 0.01, 0.81, 6.75,-0.07, 5.77,23.21, 260.36, -539.12, 46.00, -1.08
3471, 95418.00, 0.14, 0.02, 0.82, 6.68, 0.00, 5.77,23.21, 263.12, -539.12, 46.00, -1.07
3600, 95421.00, 0.14, 0.01, 0.81, 6.75,-0.07, 5.77,23.23, 260.36, -540.04, 43.24, -1.08
3729, 95421.00, 0.14, 0.01, 0.82, 6.75,-0.07, 5.77,23.22, 259.44, -540.04, 44.16, -1.08
3858, 95421.00, 0.13, 0.01, 0.81, 6.75, 0.00, 5.77,23.21, 260.36, -532.68, 44.16, -1.07
3987, 95423.00, 0.13, 0.01, 0.81, 6.68, 0.00, 5.77,23.21, 260.36, -537.28, 42.32, -1.07
4117, 95418.00, 0.14, 0.02, 0.82, 6.75,-0.07, 5.77,23.21, 259.44, -540.04, 42.32, -1.08
4246, 95415.00, 0.13, 0.02, 0.81, 6.75, 0.00, 5.77,23.23, 259.44, -539.12, 45.08, -1.08
4375, 95418.00, 0.14, 0.03, 0.82, 6.75, 0.00, 5.77,23.25, 262.20, -538.20, 44.16, -1.07
4716, 95423.00, 0.14, 0.02, 0.80, 6.68, 0.00, 5.77,23.20, 260.36, -537.28, 45.08, -1.07
4813, 95426.00, 0.15, 0.01, 0.81, 6.75, 0.00, 5.77,23.24, 262.20, -539.12, 42.32, -1.07
4938, 95423.00, 0.14, 0.01, 0.82, 6.68,-0.07, 5.77,23.16, 259.44, -537.28, 43.24, -1.08
