Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 91307.00,-0.40,-0.76, 0.75,12.24,31.44,-23.65,20.55, -30.36, -505.08, 195.04, -1.59
115, 91299.00,-0.29,-0.78, 0.68, 0.77,44.17, 6.19,20.55, -0.92, -517.04, 189.52, -1.53
229, 91302.00,-0.33,-0.87, 0.63, 8.77, 6.96, 1.53,20.58,  2.76, -517.96, 191.36, -1.52
340, 91302.00,-0.45,-0.74, 0.62, 8.28,11.27,-1.04,20.56,  5.52, -517.96, 188.60, -1.51
452, 91310.00,-0.51,-0.73, 0.53,13.36,-14.12,14.68,20.56,  5.52, -518.88, 188.60, -1.51
568, 91296.00,-0.87,-1.07, 0.39,14.68,-78.61,127.72,20.57, -41.40, -494.04, 207.92, -1.61
693, 91310.00,-0.17,-1.08, 0.79,48.63,14.33,92.31,20.58,  0.92, -504.16, 204.24, -1.52
804, 91307.00,-0.23,-0.29, 0.39,-12.73,-57.32,95.44,20.55, 11.96, -503.24, 221.72, -1.50
915, 91307.00,-0.42,-0.55, 0.69,-35.55,-14.19,29.57,20.55, 11.04, -479.32, 272.32, -1.50
1027, 91304.00,-0.54,-0.53, 0.63,-6.82,-52.94,34.37,20.54, -11.04, -453.56, 304.52, -1.55
1139, 91302.00,-0.38,-0.79, 0.86,30.96,-1.60,68.31,20.55, 13.80, -480.24, 299.92, -1.50
