Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 95121.00, 0.10, 0.11, 0.82, 6.68, 0.07, 5.77,24.44, 322.92, -511.52, 70.84, -0.96
126, 95121.00, 0.10, 0.08, 0.82, 6.68, 0.07, 5.77,24.43, 322.92, -512.44, 70.84, -0.96
254, 95129.00, 0.10, 0.10, 0.81, 6.61, 0.14, 5.77,24.43, 321.08, -514.28, 70.84, -0.97
382, 95126.00, 0.11, 0.10, 0.81, 6.68, 0.07, 5.77,24.42, 322.92, -512.44, 67.16, -0.96
510, 95115.00, 0.09, 0.09, 0.82, 6.68, 0.07, 5.77,24.44, 322.00, -514.28, 69.00, -0.97
637, 95126.00, 0.10, 0.11, 0.82, 6.61, 0.07, 5.77,24.43, 322.00, -511.52, 69.92, -0.96
765, 95126.00, 0.09, 0.10, 0.81, 6.61, 0.07, 5.77,24.42, 322.92, -513.36, 69.00, -0.96
893, 95126.00, 0.09, 0.08, 0.81, 6.61, 0.14, 5.77,24.41, 322.00, -516.12, 68.08, -0.97
1021, 95126.00, 0.10, 0.08, 0.80, 6.68, 0.07, 5.77,24.43, 322.92, -510.60, 68.08, -0.96
1150, 95121.00, 0.10, 0.09, 0.80, 6.68, 0.07, 5.77,24.42, 321.08, -512.44, 70.84, -0.97
1279, 95126.00, 0.10, 0.09, 0.81, 6.68, 0.07, 5.77,24.42, 324.76, -514.28, 69.00, -0.96
1408, 95124.00, 0.10, 0.09, 0.81, 6.61, 0.07, 5.77,24.42, 320.16, -513.36, 71.76, -0.97
1537, 95126.00, 0.10, 0.10, 0.81, 6.68, 0.07, 5.77,24.44, 320.16, -513.36, 68.08, -0.97
1666, 95131.00, 0.09, 0.08, 0.82, 6.68, 0.07, 5.77,24.43, 321.08, -513.36, 69.00, -0.97
1795, 95131.00, 0.10, 0.09, 0.81, 6.68, 0.07, 5.77,24.43, 323.84, -517.04, 69.92, -0.97
1952, 95115.00, 0.10, 0.09, 0.81, 6.68, 0.07, 5.77,24.41, 321.08, -513.36, 68.08, -0.97
2053, 95124.00, 0.10, 0.09, 0.81, 6.61, 0.07, 5.70,24.42, 322.92, -515.20, 71.76, -0.97
2182, 95126.00, 0.10, 0.10, 0.82, 6.61, 0.07, 5.77,24.42, 322.00, -513.36, 69.00, -0.96
2311, 95121.00, 0.10, 0.09, 0.81, 6.61, 0.14, 5.77,24.43, 322.00, -514.28, 69.00, -0.97
2440, 95124.00, 0.09, 0.09, 0.81, 6.68, 0.07, 5.77,24.42, 322.00, -513.36, 67.16, -0.96
2568, 95126.00, 0.09, 0.09, 0.81, 6.68, 0.07, 5.77,24.42, 322.92, -511.52, 69.00, -0.96
2697, 95121.00, 0.10, 0.09, 0.81, 6.61, 0.07, 5.77,24.43, 322.00, -512.44, 69.92, -0.96
2826, 95124.00, 0.09, 0.09, 0.81, 6.61, 0.14, 5.77,24.44, 324.76, -515.20, 69.00, -0.96
2955, 95118.00, 0.09, 0.10, 0.81, 6.61, 0.14, 5.77,24.44, 321.08, -512.44, 71.76, -0.97
3084, 95121.00, 0.09, 0.09, 0.81, 6.68, 0.07, 5.77,24.42, 322.92, -512.44, 70.84, -0.96
3213, 95121.00, 0.10, 0.10, 0.81, 6.61, 0.21, 5.77,24.43, 323.84, -514.28, 71.76, -0.96
3342, 95129.00, 0.10, 0.10, 0.82, 6.68, 0.14, 5.77,24.40, 322.92, -513.36, 69.92, -0.96
3471, 95124.00, 0.10, 0.09, 0.82, 6.68, 0.07, 5.77,24.42, 321.08, -514.28, 71.76, -0.97
3600, 95129.00, 0.10, 0.09, 0.82, 6.61, 0.14, 5.77,24.42, 323.84, -512.44, 70.84, -0.96
3729, 95126.00, 0.11, 0.09, 0.81, 6.61, 0.07, 5.77,24.42, 322.00, -510.60, 70.84, -0.96
3858, 95121.00, 0.09, 0.10, 0.81, 6.68, 0.07, 5.77,24.41, 325.68, -512.44, 69.92, -0.96
3987, 95131.00, 0.10, 0.09, 0.83, 6.61, 0.14, 5.77,24.42, 323.84, -513.36, 69.00, -0.96
4116, 95126.00, 0.10, 0.10, 0.81, 6.61, 0.07, 5.77,24.42, 324.76, -513.36, 70.84, -0.96
4245, 95121.00, 0.10, 0.10, 0.81, 6.61, 0.07, 5.77,24.42, 321.08, -512.44, 71.76, -0.97
4374, 95126.00, 0.10, 0.09, 0.82, 6.68, 0.07, 5.77,24.42, 321.08, -514.28, 69.92, -0.97
4503, 95129.00, 0.10, 0.09, 0.80, 6.61, 0.14, 5.77,24.41, 323.84, -511.52, 68.08, -0.96
4631, 95131.00, 0.10, 0.10, 0.81, 6.68, 0.07, 5.77,24.43, 322.00, -514.28, 69.00, -0.97
4760, 95124.00, 0.11, 0.09, 0.81, 6.68, 0.07, 5.77,24.44, 322.00, -514.28, 70.84, -0.97
4889, 95121.00, 0.10, 0.09, 0.82, 6.68, 0.07, 5.77,24.43, 322.00, -511.52, 69.92, -0.96
5018, 95124.00, 0.10, 0.10, 0.81, 6.61, 0.07, 5.77,24.41, 323.84, -513.36, 69.92, -0.96
5147, 95126.00, 0.10, 0.09, 0.81, 6.68, 0.07, 5.77,24.42, 322.92, -511.52, 69.00, -0.96
5276, 95129.00, 0.09, 0.09, 0.80, 6.33,-0.07, 5.77,24.42, 320.16, -511.52, 69.00, -0.97
5405, 95126.00, 0.08, 0.09, 0.81, 6.82, 0.14, 5.77,24.42, 322.00, -511.52, 69.92, -0.96
5534, 95118.00, 0.09, 0.08, 0.82, 6.75, 0.14, 5.70,24.41, 322.00, -512.44, 69.92, -0.96
5664, 95121.00, 0.10, 0.10, 0.82, 6.82, 0.14, 5.77,24.42, 323.84, -514.28, 69.00, -0.96
5793, 95126.00, 0.09, 0.10, 0.80, 6.68, 0.00, 5.70,24.44, 322.00, -514.28, 69.92, -0.97
5922, 95126.00, 0.09, 0.09, 0.83, 6.26,-0.07, 5.77,24.43, 322.00, -512.44, 69.00, -0.96
6051, 95126.00, 0.13, 0.10, 0.81, 6.68, 0.28, 5.77,24.42, 322.00, -514.28, 69.00, -0.97
6180, 95121.00, 0.08, 0.10, 0.80, 6.68,-0.14, 5.77,24.43, 324.76, -514.28, 70.84, -0.96
6309, 95121.00, 0.09, 0.10, 0.80, 6.68, 0.07, 5.70,24.42, 322.00, -515.20, 69.92, -0.97
6438, 95115.00, 0.09, 0.10, 0.81, 6.61, 0.07, 5.77,24.43, 321.08, -514.28, 69.92, -0.97
6567, 95121.00, 0.20, 0.06, 0.65, 6.89, 8.14, 6.54,24.45, 324.76, -514.28, 69.00, -0.96
6695, 95126.00, 0.05, 0.10, 0.74, 8.49,11.97,79.23,24.44, 323.84, -506.00, 65.32, -0.96
6824, 95121.00, 0.08, 0.10, 0.85, 6.26, 0.07, 7.30,24.45, 324.76, -501.40, 50.60, -0.95
6953, 95110.00, 0.10, 0.06, 0.84,-0.35,-2.02,34.30,24.45, 324.76, -504.16, 50.60, -0.95
7082, 95126.00, 0.26,-0.23, 1.06,-205.08,-64.63,-10.85,24.46, 285.20, -519.80, 162.84, -1.02
7217, 95118.00, 0.26,-0.71, 0.45,-226.23,16.35,41.46,24.47, 280.60, -413.08, 459.08, -0.93
7350, 95115.00, 0.04,-0.78, 0.24,-128.83,11.48,10.30,24.45, 312.80, -292.56, 581.44, -0.71
7483, 95104.00, 0.27,-0.89,-0.26,-60.03,20.59,-12.17,24.44, 299.00, -201.48, 633.88, -0.55
7616, 95124.00, 0.16,-0.75,-0.40,86.75,-9.32,-37.57,24.43, 267.72, -199.64, 646.76, -0.60
7748, 95118.00, 0.51,-0.34, 0.20,310.89,-54.89,-41.46,24.43, 217.12, -389.16, 531.76, -1.02
7883, 95121.00, 0.55,-0.14, 1.33,275.27,-52.03,11.97,24.44, 137.08, -539.12, 59.80, -1.28
8014, 95112.00, 0.17, 0.36, 1.33,105.32,78.33,34.50,24.45, 195.96, -504.16, -59.80, -1.15
8146, 95126.00, 0.62, 0.37, 0.70,-22.68,-86.26,13.77,24.44, 101.20, -506.00, -67.16, -1.33
8279, 95118.00, 0.78, 0.22, 0.54,-165.22,-117.91,16.21,24.44, -48.76, -521.64, 174.80, -1.62
8414, 95110.00, 0.75,-0.23, 0.67,-145.04,-156.17,-49.25,24.44, -203.32, -430.56, 296.24, -1.97
8552, 95118.00, 1.01,-0.19, 0.06,-42.64,-134.12,-18.99,24.44, -304.52, -331.20, 331.20, -2.27
8689, 95115.00, 1.07,-0.21, 0.01,13.91,-14.54,42.99,24.44, -322.00, -292.56, 358.80, -2.36
8824, 95110.00, 1.09,-0.30, 0.02,155.62,164.24,138.09,24.45, -148.12, -445.28, 332.12, -1.85
8960, 95107.00, 0.97,-0.59, 0.40,120.07,92.73,131.76,24.44, 30.36, -501.40, 299.92, -1.46
9091, 95110.00, 0.59,-0.56, 0.78,89.67,106.71,101.29,24.45, 199.64, -532.68, 202.40, -1.17
