Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 95093.00, 0.09, 0.05, 0.81, 6.68, 0.14, 5.77,24.49, 313.72, -536.36, 42.32, -1.00
126, 95098.00, 0.10, 0.05, 0.81, 6.68, 0.07, 5.77,24.45, 313.72, -533.60, 44.16, -0.99
253, 95098.00, 0.09, 0.06, 0.81, 6.68, 0.07, 5.77,24.47, 311.88, -535.44, 41.40, -1.00
381, 95098.00, 0.09, 0.04, 0.81, 6.68, 0.07, 5.77,24.45, 313.72, -535.44, 41.40, -1.00
509, 95096.00, 0.09, 0.05, 0.80, 6.61, 0.07, 5.77,24.48, 312.80, -537.28, 44.16, -1.00
637, 95101.00, 0.10, 0.05, 0.80, 6.61, 0.07, 5.77,24.47, 312.80, -536.36, 44.16, -1.00
765, 95090.00, 0.08, 0.06, 0.80, 6.68, 0.07, 5.77,24.48, 314.64, -536.36, 42.32, -0.99
893, 95104.00, 0.09, 0.04, 0.81, 6.68, 0.07, 5.77,24.48, 311.88, -536.36, 38.64, -1.00
1021, 95093.00, 0.10, 0.05, 0.81, 6.68, 0.07, 5.77,24.46, 314.64, -535.44, 39.56, -0.99
1150, 95096.00, 0.09, 0.05, 0.82, 6.68, 0.14, 5.77,24.48, 310.96, -531.76, 45.08, -1.00
1279, 95101.00, 0.09, 0.04, 0.81, 6.68, 0.14, 5.77,24.46, 316.48, -536.36, 41.40, -0.99
1408, 95090.00, 0.10, 0.05, 0.80, 6.61, 0.07, 5.77,24.46, 312.80, -536.36, 42.32, -1.00
1537, 95101.00, 0.09, 0.05, 0.81, 6.68, 0.07, 5.77,24.45, 312.80, -536.36, 45.08, -1.00
1666, 95098.00, 0.09, 0.06, 0.82, 6.61, 0.07, 5.77,24.45, 314.64, -534.52, 42.32, -0.99
1795, 95104.00, 0.09, 0.05, 0.81, 6.68, 0.07, 5.77,24.45, 314.64, -533.60, 42.32, -0.99
1924, 95093.00, 0.09, 0.04, 0.82, 6.68, 0.07, 5.70,24.46, 314.64, -533.60, 41.40, -0.99
2053, 95098.00, 0.09, 0.04, 0.81, 6.68, 0.14, 5.77,24.46, 312.80, -534.52, 44.16, -1.00
2181, 95098.00, 0.09, 0.04, 0.81, 6.68, 0.07, 5.77,24.46, 312.80, -533.60, 42.32, -0.99
2310, 95098.00, 0.09, 0.04, 0.80, 6.61, 0.07, 5.77,24.46, 314.64, -534.52, 41.40, -0.99
2439, 95104.00, 0.10, 0.05, 0.81, 6.68, 0.07, 5.77,24.45, 314.64, -534.52, 44.16, -0.99
2568, 95104.00, 0.10, 0.04, 0.83, 6.68, 0.07, 5.77,24.46, 314.64, -533.60, 44.16, -0.99
2697, 95098.00, 0.10, 0.05, 0.81, 6.68, 0.07, 5.77,24.45, 313.72, -533.60, 39.56, -0.99
2827, 95104.00, 0.09, 0.04, 0.82, 6.61, 0.07, 5.77,24.44, 314.64, -535.44, 46.92, -0.99
2956, 95107.00, 0.09, 0.04, 0.81, 6.68, 0.07, 5.77,24.45, 315.56, -537.28, 41.40, -0.99
3085, 95101.00, 0.10, 0.05, 0.82, 6.68, 0.07, 5.77,24.45, 315.56, -536.36, 44.16, -0.99
3214, 95104.00, 0.09, 0.05, 0.82, 6.68, 0.07, 5.77,24.46, 315.56, -534.52, 46.00, -0.99
3343, 95107.00, 0.09, 0.05, 0.80, 6.68, 0.07, 5.77,24.45, 315.56, -534.52, 43.24, -0.99
3472, 95104.00, 0.09, 0.04, 0.82, 6.68, 0.07, 5.77,24.45, 314.64, -537.28, 41.40, -1.00
3601, 95104.00, 0.09, 0.05, 0.81, 6.61, 0.07, 5.77,24.46, 312.80, -535.44, 40.48, -1.00
3730, 95110.00, 0.09, 0.05, 0.80, 6.68, 0.14, 5.77,24.46, 313.72, -533.60, 42.32, -0.99
3859, 95104.00, 0.10, 0.05, 0.81, 6.68, 0.14, 5.77,24.44, 315.56, -535.44, 42.32, -0.99
3988, 95110.00, 0.10, 0.05, 0.81, 6.68, 0.14, 5.77,24.45, 315.56, -536.36, 44.16, -0.99
4117, 95110.00, 0.09, 0.04, 0.81, 6.68, 0.14, 5.77,24.45, 314.64, -535.44, 42.32, -0.99
4245, 95104.00, 0.09, 0.05, 0.81, 6.68, 0.07, 5.77,24.44, 315.56, -537.28, 43.24, -0.99
4374, 95104.00, 0.09, 0.04, 0.81, 6.68, 0.07, 5.77,24.44, 314.64, -534.52, 44.16, -0.99
4503, 95104.00, 0.09, 0.05, 0.82, 6.61, 0.14, 5.77,24.46, 313.72, -533.60, 43.24, -0.99
4632, 95104.00, 0.10, 0.05, 0.82, 6.68, 0.07, 5.77,24.46, 314.64, -534.52, 40.48, -0.99
4761, 95107.00, 0.09, 0.05, 0.81, 6.68, 0.14, 5.77,24.43, 312.80, -536.36, 44.16, -1.00
4890, 95104.00, 0.10, 0.05, 0.82, 6.61, 0.07, 5.77,24.45, 315.56, -535.44, 46.00, -0.99
5019, 95110.00, 0.09, 0.05, 0.81, 6.68, 0.07, 5.77,24.45, 312.80, -533.60, 44.16, -0.99
5148, 95101.00, 0.10, 0.05, 0.82, 6.61, 0.07, 5.77,24.44, 314.64, -535.44, 41.40, -0.99
5277, 95104.00, 0.09, 0.04, 0.81, 6.68, 0.07, 5.77,24.45, 316.48, -535.44, 42.32, -0.99
5406, 95107.00, 0.09, 0.05, 0.82, 6.68, 0.07, 5.77,24.45, 313.72, -533.60, 44.16, -0.99
5535, 95110.00, 0.09, 0.04, 0.82, 6.68, 0.07, 5.77,24.45, 316.48, -533.60, 44.16, -0.99
5664, 95107.00, 0.10, 0.06, 0.82, 6.61, 0.07, 5.77,24.44, 316.48, -534.52, 42.32, -0.99
5793, 95107.00, 0.09, 0.05, 0.81, 6.68, 0.14, 5.77,24.44, 313.72, -536.36, 41.40, -1.00
5927, 95104.00, 0.10, 0.05, 0.81, 6.68, 0.14, 5.70,24.43, 311.88, -534.52, 43.24, -1.00
6051, 95115.00, 0.10, 0.05, 0.81, 6.68, 0.07, 5.77,24.45, 315.56, -536.36, 44.16, -0.99
6180, 95110.00, 0.09, 0.06, 0.82, 6.68, 0.07, 5.77,24.45, 313.72, -537.28, 42.32, -1.00
6308, 95107.00, 0.08, 0.05, 0.82, 6.61, 0.14, 5.77,24.44, 317.40, -535.44, 44.16, -0.99
6437, 95110.00, 0.10, 0.05, 0.81, 6.61, 0.07, 5.77,24.44, 315.56, -535.44, 41.40, -0.99
6566, 95115.00, 0.10, 0.05, 0.81, 6.61, 0.07, 5.77,24.45, 312.80, -535.44, 40.48, -1.00
