Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 93669.00, 0.09, 0.07, 0.82, 6.82,-0.21, 5.70,21.37, -103.04, -699.20, 112.24, -1.67
84, 93674.00, 0.09, 0.06, 0.82, 6.75,-0.21, 5.70,21.33, -104.88, -701.04, 113.16, -1.67
168, 93669.00, 0.08, 0.07, 0.82, 6.82,-0.21, 5.70,21.34, -104.88, -701.04, 111.32, -1.67
272, 93663.00, 0.08, 0.06, 0.81, 6.82,-0.21, 5.70,21.36, -103.04, -698.28, 111.32, -1.67
356, 93677.00, 0.08, 0.07, 0.82, 6.82,-0.14, 5.70,21.35, -105.80, -698.28, 114.08, -1.68
443, 93680.00, 0.09, 0.06, 0.81, 6.82,-0.21, 5.70,21.34, -104.88, -701.04, 110.40, -1.67
527, 93677.00, 0.10, 0.06, 0.81, 6.82,-0.21, 5.70,21.39, -105.80, -699.20, 107.64, -1.68
612, 93669.00, 0.08, 0.07, 0.81, 6.82,-0.21, 5.70,21.38, -105.80, -697.36, 112.24, -1.68
696, 93666.00, 0.09, 0.06, 0.81, 6.89,-0.14, 5.70,21.38, -106.72, -698.28, 115.00, -1.68
780, 93672.00, 0.09, 0.07, 0.81, 6.82,-0.14, 5.70,21.35, -103.96, -698.28, 112.24, -1.67
864, 93674.00, 0.10, 0.07, 0.82, 6.82,-0.21, 5.70,21.39, -101.20, -699.20, 112.24, -1.67
951, 93672.00, 0.09, 0.06, 0.82, 6.82,-0.21, 5.70,21.28, -105.80, -700.12, 110.40, -1.68
1035, 93669.00, 0.10, 0.06, 0.82, 6.82,-0.21, 5.70,21.34, -103.96, -701.04, 111.32, -1.67
1125, 93669.00, 0.08, 0.07, 0.82, 6.82,-0.21, 5.70,21.35, -106.72, -701.04, 112.24, -1.68
1210, 93666.00, 0.08, 0.07, 0.81, 6.82,-0.21, 5.77,21.36, -106.72, -699.20, 112.24, -1.68
1294, 93663.00, 0.10, 0.07, 0.80, 6.82,-0.21, 5.70,21.39, -100.28, -697.36, 110.40, -1.67
1381, 93653.00, 0.10, 0.06, 0.81, 6.82,-0.21, 5.70,21.38, -103.96, -700.12, 112.24, -1.67
1480, 93663.00, 0.09, 0.07, 0.81, 6.82,-0.21, 5.70,21.38, -104.88, -700.12, 111.32, -1.67
1583, 93663.00, 0.10, 0.07, 0.81, 6.82,-0.21, 5.70,21.38, -103.04, -700.12, 109.48, -1.67
