Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 91299.00, 0.38,-0.29, 0.82,123.97,28.45,70.05,19.97, -299.92, -347.76, 98.44, -2.24
115, 91296.00, 0.20,-0.36, 0.51,50.09,-58.50,41.32,19.97, -339.48, -290.72, 111.32, -2.39
236, 91304.00, 0.57,-0.40, 0.65, 0.28,-46.26,37.15,19.97, -353.28, -254.84, 130.64, -2.47
362, 91299.00, 0.45,-0.34, 0.71,10.02,-11.55,42.23,19.98, -349.60, -243.80, 164.68, -2.49
472, 91304.00, 0.36,-0.28, 0.61,13.43,11.27, 3.76,19.99, -344.08, -250.24, 169.28, -2.47
587, 91302.00, 0.50,-0.27, 0.71,25.88,17.32,-13.70,19.97, -334.88, -270.48, 150.88, -2.42
698, 91307.00, 0.39, 0.15, 0.82,-14.61,53.77,-63.03,19.97, -330.28, -291.64, 130.64, -2.37
808, 91304.00, 0.29,-0.33, 0.53, 1.32,10.37,18.50,19.99, -326.60, -298.08, 136.16, -2.36
919, 91307.00, 0.35,-0.22, 0.58,32.49, 7.51, 9.67,19.99, -313.72, -314.64, 136.16, -2.31
1029, 91310.00, 0.21,-0.04, 0.65,-2.78,-5.36,22.61,20.03, -304.52, -315.56, 155.48, -2.29
1149, 91310.00, 0.23,-0.14, 0.74, 6.89,21.77, 2.71,20.03, -294.40, -327.52, 155.48, -2.26
1264, 91313.00, 0.35,-0.30, 0.87, 1.46,66.30, 5.84,19.97, -263.12, -366.16, 153.64, -2.15
1375, 91310.00, 0.67,-0.76, 0.88,48.35,23.03,48.42,20.04, -230.92, -396.52, 157.32, -2.05
1493, 91310.00,-0.01,-0.14, 0.44,-32.42,37.91,40.07,20.07, -162.84, -425.96, 213.44, -1.89
1604, 91310.00, 0.01,-0.36, 0.46,-98.64,232.49,20.10,20.14, -60.72, -451.72, 264.04, -1.66
1721, 91313.00,-0.47,-0.57, 0.70,-21.91,115.06,13.50,20.14, 138.92, -472.88, 307.28, -1.24
1837, 91310.00,-0.59,-0.78, 0.70, 2.92,10.64,-62.82,20.12, 122.36, -467.36, 310.96, -1.27
1963, 91313.00,-0.63,-0.54, 0.64,21.29,34.23,-44.80,20.19, 112.24, -479.32, 287.96, -1.30
2074, 91315.00,-0.36,-0.67, 0.52,49.25, 7.79, 2.92,20.23, 101.20, -495.88, 253.92, -1.32
2185, 91307.00,-0.56,-0.55, 0.57,-37.29,-81.74,-20.73,20.23, 59.80, -485.76, 267.72, -1.40
2297, 91313.00,-0.42,-0.64, 0.70,-73.25,-111.72,-17.60,20.24, -62.56, -434.24, 321.08, -1.67
2409, 91310.00,-0.42,-0.86, 0.63,-80.70,-106.64,31.72,20.26, -83.72, -358.80, 393.76, -1.75
2523, 91310.00,-0.63,-1.10, 0.72,25.95,-25.25,59.97,20.26, -30.36, -379.96, 396.52, -1.60
2635, 91310.00,-0.82,-0.47, 0.84,81.32,-15.37,106.09,20.28, 84.64, -447.12, 351.44, -1.34
2761, 91304.00,-0.53,-0.39, 0.03,-75.48,-176.63,73.60,20.29, 34.96, -388.24, 409.40, -1.44
2873, 91315.00, 0.04,-1.13, 0.71,-91.76,-128.63,27.06,20.29, -48.76, -266.80, 469.20, -1.71
2984, 91313.00,-0.07,-1.00, 0.55,-18.16,-75.90,50.57,20.31, -40.48, -256.68, 473.80, -1.68
3106, 91310.00,-0.02,-0.98, 0.61,35.62,-75.62,61.91,20.28, -10.12, -227.24, 494.04, -1.57
3218, 91315.00, 0.01,-1.09, 0.83,115.55,263.79,13.63,20.28, 97.52, -331.20, 465.52, -1.24
3335, 91307.00,-0.62,-0.50, 0.45,36.73,94.82,28.59,20.31, 202.40, -357.88, 443.44, -1.01
3447, 91310.00,-0.34,-0.84, 0.55, 8.63,-53.36,-70.89,20.31, 89.24, -356.04, 447.12, -1.28
3572, 91315.00,-0.34,-0.84, 0.48,-4.80,-3.13,-3.97,20.32, 79.12, -354.20, 448.96, -1.31
3684, 91304.00,-0.46,-0.90, 0.69,-13.98,-4.38,34.30,20.32, 95.68, -341.32, 458.16, -1.25
3800, 91310.00,-0.33,-0.79, 0.64,21.84, 7.03,57.95,20.34, 143.52, -350.52, 453.56, -1.14
3912, 91315.00,-0.36,-0.78, 0.38,48.56,-76.17,-8.21,20.34, 69.92, -342.24, 450.80, -1.32
4025, 91313.00, 0.44,-1.00, 0.46,-25.81,42.64,34.78,20.35, 78.20, -309.12, 481.16, -1.28
4136, 91313.00,-0.12,-1.18,-0.02,-18.78,24.56,48.35,20.34, 135.24, -261.28, 498.64, -1.05
4248, 91315.00,-0.53,-1.07, 0.32,-48.35,31.10,37.91,20.35, 198.72, -232.76, 508.76, -0.82
4374, 91310.00,-0.27,-1.12, 0.35,-41.46,-48.42,-6.82,20.35, 172.96, -187.68, 520.72, -0.78
4488, 91313.00,-0.28,-1.00, 0.52,79.03,30.54,68.52,20.36, 210.68, -226.32, 509.68, -0.78
4600, 91321.00,-0.52,-0.67, 0.68, 5.43,-45.36,-9.18,20.36, 259.44, -322.92, 456.32, -0.85
4979, 91313.00,-0.44,-0.82, 0.69,18.23,-26.30,-12.80,20.38, 224.48, -328.44, 450.80, -0.93
5089, 91318.00,-0.54,-0.93, 0.55,80.63,-42.16, 5.70,20.38, 204.24, -404.80, 411.24, -1.06
5206, 91315.00,-0.42,-0.67, 0.70,62.26,-31.30, 0.42,20.38, 180.32, -432.40, 361.56, -1.13
5350, 91313.00,-0.22,-0.74, 0.81,66.92,-6.68, 4.94,20.39, 159.16, -461.84, 318.32, -1.19
5466, 91313.00,-0.35,-0.49, 0.76,50.23,-19.55, 5.50,20.39, 152.72, -489.44, 300.84, -1.22
5583, 91307.00,-0.13,-0.43, 0.90,63.37,-46.96,-4.73,20.39, 103.04, -493.12, 253.92, -1.32
5701, 91313.00,-0.08,-0.22, 0.67,27.41,-74.57,-9.53,20.40,  9.20, -498.64, 207.92, -1.51
5819, 91315.00, 0.19,-0.24, 0.87, 0.35,-25.04,-23.86,20.39, -52.44, -481.16, 195.96, -1.63
5936, 91313.00, 0.04,-0.36, 0.61,-5.15,-29.98,18.57,20.39, -102.12, -455.40, 212.52, -1.75
6070, 91310.00, 0.40,-0.25, 0.73,30.47,-41.25,52.73,20.41, -127.88, -437.92, 214.36, -1.81
6188, 91315.00, 0.46,-0.29, 0.78,-25.74,35.62,38.12,20.41, -86.48, -439.76, 253.92, -1.72
6305, 91324.00, 0.17,-0.34, 0.69,10.57,16.70, 7.37,20.41, -89.24, -440.68, 247.48, -1.72
