Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 95323.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.69, 315.56, -537.28, 40.48, -0.99
86, 95328.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.68, 316.48, -537.28, 40.48, -0.99
172, 95328.00, 0.09, 0.04, 0.81, 6.61, 0.00, 5.77,23.69, 317.40, -536.36, 40.48, -0.99
258, 95328.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.70, 317.40, -535.44, 41.40, -0.99
353, 95328.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.69, 314.64, -534.52, 41.40, -0.99
444, 95328.00, 0.09, 0.05, 0.83, 6.68, 0.00, 5.77,23.70, 315.56, -537.28, 39.56, -0.99
530, 95323.00, 0.09, 0.04, 0.80, 6.68, 0.00, 5.77,23.67, 315.56, -536.36, 40.48, -0.99
616, 95328.00, 0.11, 0.05, 0.82, 6.75, 0.00, 5.77,23.69, 316.48, -535.44, 43.24, -0.99
703, 95334.00, 0.10, 0.05, 0.82, 6.68, 0.00, 5.77,23.69, 315.56, -536.36, 42.32, -0.99
789, 95331.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,23.67, 316.48, -536.36, 40.48, -0.99
876, 95325.00, 0.09, 0.05, 0.81, 6.75, 0.00, 5.77,23.68, 316.48, -534.52, 42.32, -0.99
977, 95328.00, 0.09, 0.06, 0.82, 6.68, 0.00, 5.77,23.66, 315.56, -536.36, 41.40, -0.99
1073, 95328.00, 0.10, 0.05, 0.82, 6.68, 0.00, 5.77,23.68, 314.64, -534.52, 40.48, -0.99
1159, 95331.00, 0.10, 0.05, 0.81, 6.68, 0.00, 5.77,23.68, 317.40, -535.44, 42.32, -0.99
1245, 95314.00, 0.10, 0.04, 0.81, 6.68, 0.00, 5.77,23.68, 315.56, -535.44, 42.32, -0.99
1332, 95328.00, 0.08, 0.05, 0.82, 6.68, 0.00, 5.77,23.69, 316.48, -538.20, 41.40, -0.99
1418, 95328.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.77,23.69, 314.64, -536.36, 41.40, -0.99
1507, 95328.00, 0.09, 0.04, 0.81, 6.68, 0.00, 5.77,23.68, 314.64, -533.60, 40.48, -0.99
1602, 95334.00, 0.08, 0.04, 0.81, 6.68, 0.00, 5.77,23.71, 312.80, -537.28, 41.40, -1.00
