Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 93516.00, 0.09, 0.06, 0.82, 6.75,-0.14, 5.70,22.05, -103.04, -695.52, 115.00, -1.67
130, 93528.00, 0.09, 0.06, 0.81, 6.82,-0.14, 5.77,22.09, -105.80, -695.52, 113.16, -1.68
262, 93519.00, 0.08, 0.06, 0.81, 6.82,-0.14, 5.70,22.05, -103.96, -696.44, 113.16, -1.67
394, 93522.00, 0.09, 0.07, 0.81, 6.75,-0.07, 5.77,22.05, -104.88, -697.36, 113.16, -1.67
526, 93519.00, 0.08, 0.06, 0.82, 6.75,-0.14, 5.70,22.06, -104.88, -696.44, 115.00, -1.67
658, 93516.00, 0.09, 0.06, 0.83, 6.82,-0.07, 5.70,22.05, -103.96, -694.60, 114.08, -1.67
790, 93514.00, 0.09, 0.06, 0.83, 6.75,-0.14, 5.70,22.05, -104.88, -698.28, 116.84, -1.67
922, 93516.00, 0.08, 0.07, 0.81, 6.75,-0.07, 5.70,22.05, -105.80, -696.44, 115.92, -1.68
1055, 93514.00, 0.09, 0.07, 0.81, 6.75,-0.07, 5.70,22.05, -102.12, -698.28, 115.92, -1.67
1188, 93516.00, 0.09, 0.06, 0.81, 6.75,-0.07, 5.70,22.05, -104.88, -696.44, 115.92, -1.67
1321, 93522.00, 0.08, 0.06, 0.82, 6.75,-0.07, 5.70,22.07, -103.96, -695.52, 114.08, -1.67
1454, 93522.00, 0.08, 0.07, 0.81, 6.82,-0.07, 5.77,22.05, -104.88, -696.44, 115.92, -1.67
1587, 93516.00, 0.08, 0.07, 0.82, 6.82,-0.07, 5.70,22.05, -103.04, -696.44, 113.16, -1.67
1720, 93528.00, 0.09, 0.06, 0.82, 6.75,-0.14, 5.77,22.05, -103.04, -697.36, 113.16, -1.67
1853, 93516.00, 0.10, 0.06, 0.82, 6.82,-0.07, 5.77,22.05, -102.12, -695.52, 112.24, -1.67
1986, 93525.00, 0.09, 0.06, 0.81, 6.75,-0.14, 5.70,22.05, -106.72, -698.28, 114.08, -1.68
2120, 93519.00, 0.09, 0.07, 0.82, 6.75,-0.07, 5.77,22.05, -103.96, -698.28, 113.16, -1.67
2253, 93519.00, 0.08, 0.08, 0.82, 6.75,-0.14, 5.77,22.06, -103.96, -693.68, 114.08, -1.67
2386, 93522.00, 0.08, 0.06, 0.81, 6.75,-0.14, 5.70,22.05, -101.20, -696.44, 115.00, -1.67
2519, 93519.00, 0.08, 0.07, 0.81, 6.82,-0.14, 5.70,22.06, -102.12, -696.44, 114.08, -1.67
2652, 93525.00, 0.09, 0.07, 0.81, 6.82,-0.07, 5.70,22.05, -107.64, -697.36, 114.08, -1.68
2785, 93519.00, 0.09, 0.06, 0.81, 6.82,-0.14, 5.77,22.05, -103.96, -696.44, 115.00, -1.67
2918, 93514.00, 0.09, 0.06, 0.81, 6.75,-0.14, 5.70,22.05, -104.88, -698.28, 114.08, -1.67
3051, 93516.00, 0.08, 0.06, 0.82, 6.82,-0.14, 5.70,22.05, -103.04, -698.28, 115.00, -1.67
3184, 93519.00, 0.08, 0.07, 0.81, 6.75,-0.07, 5.77,22.08, -102.12, -696.44, 114.08, -1.67
3318, 93514.00, 0.08, 0.06, 0.82, 6.82,-0.14, 5.70,22.05, -104.88, -694.60, 114.08, -1.67
3451, 93519.00, 0.08, 0.06, 0.81, 6.82,-0.14, 5.70,22.04, -104.88, -697.36, 115.00, -1.67
3584, 93519.00, 0.09, 0.06, 0.82, 6.75,-0.14, 5.77,22.06, -105.80, -696.44, 114.08, -1.68
4372, 93514.00, 0.09, 0.08, 0.82, 6.75,-0.14, 5.70,22.05, -103.96, -695.52, 114.08, -1.67
4472, 93516.00, 0.09, 0.06, 0.83, 6.75,-0.07, 5.77,22.05, -105.80, -698.28, 115.00, -1.68
4605, 93514.00, 0.09, 0.06, 0.82, 6.75,-0.14, 5.77,22.05, -104.88, -695.52, 114.08, -1.67
4738, 93522.00, 0.08, 0.06, 0.82, 6.82,-0.07, 5.70,22.10, -103.04, -697.36, 114.08, -1.67
4871, 93519.00, 0.09, 0.07, 0.82, 6.82,-0.14, 5.70,22.05, -104.88, -697.36, 114.08, -1.67
5004, 93516.00, 0.09, 0.06, 0.82, 6.75,-0.14, 5.70,22.10, -107.64, -695.52, 113.16, -1.68
5137, 93519.00, 0.09, 0.07, 0.81, 6.75,-0.14, 5.70,22.05, -103.96, -695.52, 114.08, -1.67
5270, 93514.00, 0.08, 0.07, 0.82, 6.75,-0.14, 5.70,22.05, -103.04, -696.44, 115.00, -1.67
5421, 93522.00, 0.08, 0.06, 0.81, 6.75,-0.14, 5.77,22.06, -102.12, -695.52, 114.08, -1.67
5554, 93519.00, 0.09, 0.06, 0.82, 6.82,-0.07, 5.70,22.06, -102.12, -696.44, 115.00, -1.67
5687, 93516.00, 0.08, 0.06, 0.81, 6.82,-0.07, 5.77,22.05, -105.80, -695.52, 112.24, -1.68
5820, 93525.00, 0.08, 0.07, 0.82, 6.82,-0.07, 5.70,22.05, -103.96, -696.44, 115.92, -1.67
5953, 93522.00, 0.09, 0.07, 0.81, 6.75,-0.14, 5.70,22.06, -104.88, -695.52, 113.16, -1.67
6087, 93511.00, 0.08, 0.07, 0.81, 6.75,-0.07, 5.70,22.05, -105.80, -697.36, 114.08, -1.68
6220, 93516.00, 0.09, 0.06, 0.82, 6.75,-0.07, 5.70,22.05, -103.04, -697.36, 112.24, -1.67
6353, 93514.00, 0.08, 0.06, 0.82, 6.82,-0.14, 5.70,22.06, -102.12, -697.36, 115.00, -1.67
6486, 93522.00, 0.09, 0.06, 0.81, 6.82,-0.14, 5.77,22.06, -101.20, -696.44, 114.08, -1.67
6619, 93514.00, 0.08, 0.07, 0.81, 6.75,-0.14, 5.70,22.06, -102.12, -697.36, 115.92, -1.67
6752, 93516.00, 0.09, 0.06, 0.81, 6.82,-0.14, 5.70,22.13, -102.12, -697.36, 115.00, -1.67
6885, 93522.00, 0.08, 0.07, 0.81, 6.75,-0.14, 5.70,22.05, -103.04, -694.60, 113.16, -1.67
7018, 93516.00, 0.09, 0.06, 0.81, 6.75,-0.14, 5.70,22.05, -103.96, -696.44, 118.68, -1.67
7151, 93516.00, 0.09, 0.06, 0.82, 6.82,-0.07, 5.70,22.06, -104.88, -695.52, 115.92, -1.67
7285, 93528.00, 0.09, 0.07, 0.81, 6.82,-0.14, 5.70,22.05, -103.96, -694.60, 114.08, -1.67
7418, 93522.00, 0.08, 0.06, 0.82, 6.82,-0.07, 5.70,22.05, -102.12, -697.36, 113.16, -1.67
7551, 93516.00, 0.09, 0.06, 0.81, 6.75,-0.07, 5.70,22.07, -103.04, -697.36, 115.00, -1.67
7684, 93522.00, 0.08, 0.06, 0.82, 6.82,-0.14, 5.70,22.06, -105.80, -697.36, 113.16, -1.68
7817, 93528.00, 0.08, 0.07, 0.82, 6.75,-0.14, 5.70,22.05, -103.04, -695.52, 115.00, -1.67
7950, 93522.00, 0.10, 0.07, 0.82, 6.82,-0.14, 5.77,22.05, -103.04, -695.52, 114.08, -1.67
8083, 93522.00, 0.09, 0.07, 0.82, 6.82,-0.14, 5.70,22.05, -103.96, -694.60, 114.08, -1.67
8216, 93522.00, 0.09, 0.07, 0.82, 6.82,-0.14, 5.77,22.04, -103.96, -696.44, 114.08, -1.67
8350, 93514.00, 0.09, 0.08, 0.81, 6.75,-0.07, 5.77,22.05, -102.12, -696.44, 114.08, -1.67
8483, 93519.00, 0.09, 0.07, 0.82, 6.82,-0.07, 5.70,22.06, -102.12, -696.44, 114.08, -1.67
8616, 93519.00, 0.09, 0.06, 0.81, 6.82,-0.07, 5.70,22.06, -106.72, -697.36, 112.24, -1.68
8749, 93522.00, 0.09, 0.07, 0.82, 6.75,-0.14, 5.77,22.05, -98.44, -696.44, 114.08, -1.67
