Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 95217.00, 0.08, 0.04, 0.82, 6.68, 0.07, 5.77,23.89, 314.64, -531.76, 41.40, -0.99
126, 95226.00, 0.10, 0.05, 0.82, 6.75, 0.07, 5.77,24.04, 317.40, -535.44, 41.40, -0.99
254, 95223.00, 0.10, 0.05, 0.83, 6.68, 0.00, 5.77,23.98, 315.56, -537.28, 41.40, -0.99
382, 95220.00, 0.08, 0.05, 0.81, 6.68, 0.07, 5.77,23.89, 317.40, -535.44, 41.40, -0.99
510, 95223.00, 0.09, 0.04, 0.82, 6.68, 0.07, 5.77,23.97, 313.72, -537.28, 40.48, -1.00
638, 95226.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,24.05, 316.48, -535.44, 41.40, -0.99
766, 95220.00, 0.09, 0.04, 0.82, 6.68, 0.00, 5.77,24.01, 315.56, -534.52, 40.48, -0.99
894, 95223.00, 0.09, 0.05, 0.81, 6.68, 0.00, 5.77,23.95, 315.56, -535.44, 38.64, -0.99
1022, 95220.00, 0.10, 0.05, 0.82, 6.68, 0.07, 5.77,24.00, 315.56, -536.36, 43.24, -0.99
1151, 95223.00, 0.09, 0.06, 0.81, 6.68, 0.07, 5.77,24.08, 314.64, -536.36, 42.32, -0.99
1280, 95212.00, 0.09, 0.05, 0.82, 6.68, 0.07, 5.77,23.96, 313.72, -534.52, 41.40, -0.99
1409, 95228.00, 0.09, 0.04, 0.81, 6.68, 0.07, 5.77,23.98, 313.72, -535.44, 40.48, -1.00
1538, 95228.00, 0.09, 0.04, 0.81, 6.68, 0.07, 5.77,23.98, 313.72, -537.28, 41.40, -1.00
1666, 95212.00, 0.09, 0.05, 0.82, 6.68, 0.07, 5.77,23.96, 314.64, -535.44, 41.40, -0.99
1795, 95228.00, 0.09, 0.04, 0.82, 6.68, 0.07, 5.77,24.01, 315.56, -535.44, 43.24, -0.99
1924, 95223.00, 0.09, 0.04, 0.81, 6.61, 0.00, 5.77,23.90, 313.72, -535.44, 41.40, -1.00
2053, 95223.00, 0.10, 0.05, 0.81, 6.68, 0.07, 5.77,23.89, 313.72, -536.36, 43.24, -1.00
2182, 95220.00, 0.09, 0.05, 0.81, 6.68, 0.07, 5.77,23.96, 313.72, -535.44, 40.48, -1.00
2311, 95226.00, 0.10, 0.04, 0.82, 6.68, 0.07, 5.77,23.90, 312.80, -538.20, 41.40, -1.00
2440, 95228.00, 0.09, 0.04, 0.82, 6.61, 0.00, 5.77,23.94, 311.88, -535.44, 42.32, -1.00
2569, 95217.00, 0.08, 0.04, 0.81, 6.68, 0.00, 5.77,23.92, 314.64, -534.52, 41.40, -0.99
2698, 95223.00, 0.09, 0.05, 0.82, 6.61, 0.07, 5.70,23.95, 315.56, -534.52, 42.32, -0.99
2828, 95223.00, 0.09, 0.06, 0.81, 6.61, 0.07, 5.77,23.89, 315.56, -534.52, 42.32, -0.99
