Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 95453.00, 0.13, 0.02, 0.82, 6.68, 0.00, 5.70,23.13, 259.44, -540.04, 44.16, -1.08
125, 95439.00, 0.13, 0.01, 0.82, 6.75, 0.14, 5.77,23.06, 258.52, -540.04, 42.32, -1.08
253, 95453.00, 0.14, 0.02, 0.81, 6.75, 0.07, 5.77,23.00, 259.44, -537.28, 43.24, -1.08
381, 95439.00, 0.13, 0.02, 0.81, 6.68, 0.00, 5.77,23.19, 260.36, -540.96, 44.16, -1.08
509, 95448.00, 0.13, 0.02, 0.80, 6.68, 0.00, 5.77,23.01, 260.36, -539.12, 43.24, -1.08
637, 95442.00, 0.13, 0.02, 0.81, 6.68, 0.00, 5.77,23.09, 262.20, -540.04, 43.24, -1.07
765, 95445.00, 0.13, 0.02, 0.81, 6.68,-0.07, 5.77,23.11, 259.44, -539.12, 43.24, -1.08
893, 95439.00, 0.15, 0.02, 0.80, 6.68, 0.00, 5.77,23.14, 259.44, -540.04, 44.16, -1.08
1021, 95448.00, 0.13, 0.00, 0.81, 6.68, 0.00, 5.77,22.99, 261.28, -539.12, 45.08, -1.07
1150, 95445.00, 0.13, 0.01, 0.81, 6.68, 0.00, 5.77,23.10, 260.36, -540.04, 43.24, -1.08
1279, 95442.00, 0.14, 0.01, 0.81, 6.68, 0.00, 5.77,23.04, 259.44, -540.04, 42.32, -1.08
1408, 95450.00, 0.15, 0.01, 0.82, 6.68, 0.00, 5.77,23.04, 258.52, -537.28, 43.24, -1.08
1537, 95439.00, 0.13, 0.01, 0.81, 6.68, 0.00, 5.77,23.06, 259.44, -538.20, 42.32, -1.08
1666, 95442.00, 0.14, 0.01, 0.81, 6.68, 0.00, 5.77,23.06, 257.60, -539.12, 43.24, -1.08
1795, 95445.00, 0.14, 0.01, 0.82, 6.75, 0.07, 5.70,23.04, 259.44, -541.88, 43.24, -1.08
1923, 95442.00, 0.13, 0.02, 0.82, 6.68, 0.00, 5.77,23.00, 260.36, -539.12, 43.24, -1.08
2052, 95445.00, 0.14, 0.02, 0.82, 6.68, 0.00, 5.77,22.97, 261.28, -538.20, 41.40, -1.07
2181, 95445.00, 0.13, 0.03, 0.81, 6.68, 0.00, 5.77,22.99, 260.36, -538.20, 43.24, -1.07
2310, 95445.00, 0.14, 0.02, 0.81, 6.68, 0.00, 5.70,23.13, 261.28, -540.04, 43.24, -1.07
2439, 95448.00, 0.14, 0.01, 0.82, 6.68, 0.00, 5.77,23.08, 261.28, -537.28, 45.08, -1.07
