Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
1, 92979.00,-0.16,-0.13, 0.87, 4.94, 3.13, 3.41,20.01, 334.88, -587.88, 26.68, -1.01
70, 92982.00,-0.18,-0.13, 0.86, 5.91, 2.30, 6.89,20.01, 338.56, -586.96, 29.44, -1.00
137, 92979.00,-0.17,-0.13, 0.86, 5.29, 3.06, 7.44,20.00, 333.96, -587.88, 25.76, -1.01
199, 92982.00,-0.17,-0.12, 0.87, 5.50, 2.71, 7.44,20.01, 337.64, -587.88, 26.68, -1.00
274, 92982.00,-0.17,-0.13, 0.86, 5.22, 2.85,10.64,19.99, 335.80, -587.88, 25.76, -1.01
339, 92985.00,-0.19,-0.13, 0.87, 5.43, 2.71, 8.77,20.04, 337.64, -586.96, 28.52, -1.00
399, 92974.00,-0.17,-0.13, 0.86, 5.84, 2.23,11.20,20.09, 338.56, -588.80, 27.60, -1.00
460, 92982.00,-0.18,-0.14, 0.86, 6.82, 1.67, 8.00,20.06, 338.56, -586.96, 26.68, -1.00
521, 92988.00,-0.17,-0.13, 0.87, 5.57, 1.32,-5.63,20.05, 337.64, -586.04, 26.68, -1.00
582, 92988.00,-0.17,-0.13, 0.86, 4.87, 2.09,-1.88,20.10, 333.96, -586.04, 31.28, -1.01
642, 92985.00,-0.17,-0.13, 0.86, 4.87, 0.70, 6.54,20.04, 333.96, -588.80, 33.12, -1.01
721, 92985.00,-0.17,-0.13, 0.87, 5.01, 1.81, 5.63,20.13, 332.12, -590.64, 32.20, -1.01
788, 92979.00,-0.16,-0.13, 0.87, 5.36, 2.23, 4.31,20.09, 335.80, -589.72, 33.12, -1.01
850, 92974.00,-0.18,-0.12, 0.86, 5.70, 2.23, 6.96,20.13, 333.96, -586.04, 29.44, -1.01
910, 92982.00,-0.16,-0.14, 0.84, 4.03, 2.57,18.71,20.12, 333.96, -586.96, 27.60, -1.01
972, 92977.00,-0.15,-0.14, 0.85, 5.29, 1.67,30.75,20.13, 335.80, -590.64, 28.52, -1.01
1033, 92979.00,-0.17,-0.12, 0.88, 4.52,-0.42,36.38,20.11, 333.04, -587.88, 20.24, -1.01
1100, 92977.00,-0.17,-0.07, 0.89,-28.80,-5.84,31.93,20.18, 330.28, -590.64, 36.80, -1.02
1176, 92982.00,-0.08,-0.23, 0.87,-112.63,11.69, 6.68,20.19, 338.56, -584.20, 123.28, -1.00
1237, 92985.00,-0.17,-0.65, 0.88,-136.28, 7.93,26.78,20.20, 341.32, -569.48, 194.12, -0.99
1298, 92982.00,-0.02,-0.49, 0.89, 6.82,-128.21,125.98,20.22, 278.76, -588.80, 165.60, -1.08
1361, 92982.00,-0.14,-0.48, 0.94,-71.03,-59.06,117.43,20.21, 263.12, -576.84, 224.48, -1.10
1425, 92990.00,-0.01,-0.70, 0.74,-215.93, 5.50,55.17,20.19, 290.72, -503.24, 375.36, -1.00
1488, 92985.00,-0.01,-0.99, 0.27,-257.04,-21.63,42.23,20.20, 278.76, -427.80, 487.60, -0.95
1552, 92985.00, 0.37,-1.45, 0.09,-182.54,-189.57,64.49,20.23, 230.92, -370.76, 552.00, -0.97
1633, 92979.00, 0.39,-1.21, 0.14,-175.30,41.18,-182.89,20.25, 92.92, -268.64, 609.04, -1.19
1708, 92982.00, 0.11,-0.95, 0.03,-152.70,134.89,-136.28,20.27, -16.56, -186.76, 611.80, -1.61
1776, 92979.00, 0.03,-1.01, 0.03,76.73,-25.81,-0.83,20.22, -31.28, -233.68, 590.64, -1.66
1848, 92982.00, 0.18,-0.89, 0.05,236.80,-79.72,85.36,20.22, -14.72, -348.68, 534.52, -1.57
1916, 92985.00, 0.17,-1.05, 0.04,197.50, 9.04,99.13,20.24, 40.48, -422.28, 457.24, -1.43
1983, 92985.00, 0.11,-0.97,-0.02,204.17,15.65,66.99,20.25, 87.40, -500.48, 362.48, -1.35
2051, 92990.00, 0.22,-0.77, 0.06,113.67,-42.09,43.83,20.23, 55.20, -543.72, 265.88, -1.42
2131, 92979.00, 0.16,-0.91, 0.06,-46.61, 6.96,59.20,20.24, 63.48, -552.92, 240.12, -1.41
2196, 92979.00, 0.19,-1.11, 0.09,-206.12,80.77,-72.28,20.23, 44.16, -386.40, 448.96, -1.41
2341, 92977.00, 0.21,-1.63, 0.06,-213.84,70.75,-73.04,20.25, 44.16, -386.40, 448.96, -1.41
2383, 92985.00, 0.14,-1.32, 0.11,-89.53,48.83,-114.02,20.25, -0.92, -325.68, 470.12, -1.53
2426, 92985.00, 0.17,-1.45, 0.09,-65.88,-21.36,-47.44,20.23, -42.32, -282.44, 464.60, -1.67
2468, 92982.00, 0.14,-1.29, 0.10,-1.95,-47.65,-52.73,20.23, -42.32, -282.44, 464.60, -1.67
2518, 92982.00, 0.23,-1.39, 0.08,30.05,-57.39,19.48,20.24, -80.04, -266.80, 458.16, -1.82
2559, 92979.00, 0.22,-1.47, 0.09,62.61,-86.68,83.83,20.25, -49.68, -269.56, 481.16, -1.71
2601, 92982.00, 0.15,-1.46, 0.05,114.43,-126.40,99.76,20.25, -49.68, -269.56, 481.16, -1.71
2644, 92985.00, 0.09,-0.76, 0.07,186.99,-125.36,-41.67,20.22, -42.32, -318.32, 467.36, -1.66
2686, 92979.00, 0.28,-0.85, 0.09,94.82,-32.35,52.24,20.26, -23.92, -332.12, 453.56, -1.60
2728, 92985.00,-0.10,-1.15,-0.01,70.89,85.22,163.55,20.27, -23.92, -332.12, 453.56, -1.60
2771, 92985.00, 0.36,-1.40, 0.04,57.32,-94.54,52.17,20.28, 46.92, -356.04, 453.56, -1.39
2830, 92985.00,-0.13,-0.72, 0.08,111.23,-80.21,10.16,20.26, 43.24, -404.80, 406.64, -1.42
2880, 92985.00, 0.37,-1.16, 0.02,96.42,78.05,89.11,20.25, 80.04, -432.40, 379.04, -1.34
2931, 92977.00, 0.13,-1.30,-0.04,38.26,-115.62, 2.71,20.25,  0.92, -435.16, 338.56, -1.52
2981, 92990.00,-0.01,-0.59, 0.10,67.55,-49.11,-72.07,20.24,  0.92, -435.16, 338.56, -1.52
3031, 92982.00, 0.15,-0.85, 0.05,-65.18,37.50,-42.30,20.26, -0.92, -431.48, 331.20, -1.53
3084, 92990.00, 0.13,-1.26, 0.02,-102.54,64.00,-12.45,20.24, 37.72, -406.64, 367.08, -1.43
3141, 92985.00, 0.12,-1.21, 0.07,-30.75,-45.57,-72.90,20.25, -5.52, -390.08, 356.96, -1.54
3199, 92990.00, 0.10,-0.80, 0.09,16.77,-21.50,-136.14,20.25, -56.12, -396.52, 319.24, -1.67
3249, 92990.00, 0.04,-0.77, 0.01,20.45,72.90,-77.70,20.26, -56.12, -396.52, 319.24, -1.67
3299, 92982.00,-0.05,-0.86,-0.02,54.68,-1.88,60.10,20.27, -8.28, -422.28, 297.16, -1.54
3349, 92990.00, 0.22,-1.12, 0.11,72.14,-76.52,102.54,20.27, -15.64, -421.36, 285.20, -1.56
3403, 92977.00, 0.13,-1.37, 0.08,51.76,-3.90,107.55,20.27, 23.00, -432.40, 287.96, -1.47
3453, 92985.00, 0.20,-1.37, 0.05,50.78,-24.49,67.69,20.28, 33.12, -432.40, 277.84, -1.45
