Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 93260.00,-0.26,-1.20,-0.12, 5.36, 4.52, 7.23,19.05, 367.08, 186.76, 800.40,  0.52
83, 93252.00,-0.25,-1.19,-0.10, 1.81, 2.43, 7.79,19.05, 369.84, 185.84, 800.40,  0.51
151, 93252.00,-0.25,-1.17,-0.06, 2.37, 2.23, 7.72,19.04, 370.76, 184.92, 802.24,  0.51
212, 93255.00,-0.25,-1.17,-0.04, 5.63, 2.16, 7.44,19.05, 367.08, 185.84, 800.40,  0.51
273, 93255.00,-0.24,-1.18,-0.07, 5.22, 2.16, 7.51,19.04, 366.16, 190.44, 799.48,  0.53
336, 93258.00,-0.25,-1.18,-0.06, 3.97, 2.23, 7.65,19.05, 365.24, 194.12, 799.48,  0.53
398, 93258.00,-0.24,-1.17,-0.06, 4.52, 2.16, 7.58,19.05, 366.16, 167.44, 803.16,  0.47
458, 93263.00,-0.25,-1.17,-0.06, 5.08, 2.16, 7.51,19.05, 366.16, 188.60, 800.40,  0.52
533, 93255.00,-0.25,-1.16,-0.07, 5.22, 2.16, 7.51,19.04, 368.00, 193.20, 801.32,  0.53
593, 93249.00,-0.24,-1.18,-0.07, 4.80, 2.16, 7.51,19.05, 368.92, 188.60, 800.40,  0.52
655, 93263.00,-0.25,-1.17,-0.07, 4.87, 2.16, 7.51,19.05, 372.60, 165.60, 803.16,  0.46
719, 93252.00,-0.25,-1.17,-0.06, 5.08, 2.16, 7.51,19.05, 369.84, 188.60, 801.32,  0.52
780, 93263.00,-0.25,-1.18,-0.07, 5.08, 2.16, 7.51,19.04, 368.92, 170.20, 798.56,  0.48
841, 93255.00,-0.25,-1.17,-0.07, 5.08, 2.16, 7.51,19.06, 369.84, 188.60, 801.32,  0.52
909, 93249.00,-0.24,-1.17,-0.07, 5.08, 2.16, 7.51,19.05, 368.00, 189.52, 801.32,  0.52
984, 93255.00,-0.25,-1.18,-0.07, 5.15, 2.16, 7.51,19.05, 366.16, 192.28, 798.56,  0.53
1045, 93252.00,-0.24,-1.18,-0.07, 5.15, 2.16, 7.51,19.05, 370.76, 192.28, 799.48,  0.52
1112, 93258.00,-0.24,-1.17,-0.07, 5.22, 2.16, 7.51,19.06, 370.76, 160.08, 798.56,  0.45
1173, 93258.00,-0.25,-1.18,-0.07, 5.15, 2.23, 7.51,19.05, 368.92, 192.28, 797.64,  0.53
1235, 93255.00,-0.24,-1.18,-0.07, 5.22, 2.16, 7.51,19.05, 369.84, 190.44, 796.72,  0.52
1297, 93255.00,-0.25,-1.17,-0.07, 5.22, 2.16, 7.51,19.06, 369.84, 189.52, 797.64,  0.52
1358, 93252.00,-0.25,-1.17,-0.08, 5.22, 2.23, 7.51,19.05, 375.36, 167.44, 799.48,  0.47
1433, 93255.00,-0.24,-1.18,-0.08, 5.22, 2.16, 7.44,19.05, 372.60, 170.20, 800.40,  0.47
1498, 93258.00,-0.25,-1.18,-0.07, 5.22, 2.23, 7.51,19.05, 371.68, 167.44, 798.56,  0.47
1559, 93269.00,-0.25,-1.17,-0.07, 5.22, 2.16, 7.51,19.05, 373.52, 187.68, 798.56,  0.51
1622, 93258.00,-0.26,-1.18,-0.07, 5.22, 2.16, 7.51,19.05, 369.84, 172.96, 800.40,  0.48
1683, 93258.00,-0.24,-1.17,-0.07, 5.22, 2.16, 7.51,19.05, 369.84, 190.44, 797.64,  0.52
1744, 93255.00,-0.25,-1.17,-0.08, 5.29, 2.16, 7.51,19.05, 368.00, 191.36, 795.80,  0.53
1817, 93252.00,-0.24,-1.18,-0.07, 5.29, 2.16, 7.51,19.05, 369.84, 165.60, 799.48,  0.47
1892, 93258.00,-0.24,-1.18,-0.07, 5.29, 2.23, 7.51,19.05, 375.36, 166.52, 799.48,  0.46
1954, 93263.00,-0.24,-1.18,-0.07, 5.29, 2.16, 7.51,19.06, 368.92, 167.44, 798.56,  0.47
2016, 93252.00,-0.24,-1.18,-0.07, 5.29, 2.16, 7.51,19.06, 369.84, 171.12, 800.40,  0.48
2077, 93263.00,-0.24,-1.18,-0.07, 5.29, 2.16, 7.51,19.06, 371.68, 167.44, 799.48,  0.47
2140, 93252.00,-0.25,-1.18,-0.07, 5.36, 2.16, 7.51,19.05, 373.52, 192.28, 799.48,  0.52
2465, 93263.00,-0.24,-1.17,-0.08, 5.29, 2.16, 7.51,19.05, 371.68, 192.28, 800.40,  0.52
2526, 93249.00,-0.25,-1.18,-0.07, 5.29, 2.23, 7.51,19.06, 372.60, 193.20, 798.56,  0.52
2587, 93255.00,-0.24,-1.18,-0.08, 5.36, 2.16, 7.51,19.08, 369.84, 191.36, 800.40,  0.52
2649, 93258.00,-0.24,-1.18,-0.07, 5.29, 2.16, 7.51,19.07, 369.84, 191.36, 800.40,  0.52
2709, 93252.00,-0.25,-1.18,-0.07, 5.36, 2.16, 7.51,19.07, 369.84, 189.52, 796.72,  0.52
2771, 93258.00,-0.25,-1.18,-0.07, 5.36, 2.16, 7.51,19.08, 369.84, 169.28, 799.48,  0.47
2829, 93252.00,-0.24,-1.17,-0.07, 5.29, 2.16, 7.51,19.06, 374.44, 192.28, 799.48,  0.52
2904, 93252.00,-0.25,-1.18,-0.08, 5.36, 2.16, 7.51,19.06, 374.44, 187.68, 800.40,  0.51
2972, 93258.00,-0.25,-1.17,-0.08, 5.29, 2.16, 7.51,19.08, 372.60, 193.20, 799.48,  0.52
3034, 93258.00,-0.25,-1.19,-0.08, 5.29, 2.16, 7.51,19.07, 373.52, 192.28, 798.56,  0.52
3095, 93258.00,-0.25,-1.17,-0.08, 5.36, 2.16, 7.51,19.11, 371.68, 192.28, 798.56,  0.52
3157, 93252.00,-0.25,-1.16,-0.08, 5.36, 2.23, 7.51,19.06, 367.08, 192.28, 797.64,  0.53
3241, 93255.00,-0.25,-1.19,-0.07, 5.36, 2.16, 7.51,19.10, 368.92, 172.04, 799.48,  0.48
3310, 93258.00,-0.25,-1.16,-0.07, 5.36, 2.16, 7.44,19.07, 368.92, 192.28, 795.80,  0.53
3393, 93255.00,-0.25,-1.17,-0.07, 5.36, 2.16, 7.44,19.06, 369.84, 192.28, 797.64,  0.53
3463, 93255.00,-0.25,-1.18,-0.08, 5.36, 2.23, 7.51,19.07, 372.60, 193.20, 798.56,  0.52
3532, 93258.00,-0.25,-1.17,-0.07, 5.36, 2.16, 7.51,19.07, 368.92, 189.52, 797.64,  0.52
3605, 93258.00,-0.25,-1.17,-0.08, 5.36, 2.23, 7.44,19.06, 369.84, 192.28, 798.56,  0.53
3674, 93263.00,-0.25,-1.17,-0.08, 5.43, 2.23, 7.51,19.08, 370.76, 169.28, 797.64,  0.47
3743, 93263.00,-0.25,-1.18,-0.08, 5.36, 2.23, 7.51,19.06, 371.68, 192.28, 799.48,  0.52
3813, 93255.00,-0.24,-1.18,-0.07, 5.36, 2.23, 7.51,19.11, 370.76, 195.04, 798.56,  0.53
3903, 93255.00,-0.24,-1.17,-0.08, 5.36, 2.23, 7.51,19.06, 367.08, 195.96, 796.72,  0.54
3972, 93252.00,-0.25,-1.18,-0.08, 5.43, 2.23, 7.51,19.14, 373.52, 191.36, 798.56,  0.52
4045, 93260.00,-0.25,-1.16,-0.07, 5.36, 2.23, 7.51,19.10, 371.68, 191.36, 799.48,  0.52
4115, 93258.00,-0.26,-1.19,-0.08, 5.36, 2.23, 7.44,19.15, 368.92, 193.20, 795.80,  0.53
4190, 93258.00,-0.25,-1.18,-0.07, 5.36, 2.16, 7.51,19.13, 371.68, 192.28, 797.64,  0.52
4259, 93252.00,-0.25,-1.17,-0.08, 5.43, 2.23, 7.51,19.13, 372.60, 188.60, 802.24,  0.51
4328, 93252.00,-0.25,-1.18,-0.08, 5.36, 2.23, 7.51,19.07, 371.68, 193.20, 799.48,  0.53
4412, 93252.00,-0.24,-1.18,-0.07, 5.36, 2.23, 7.51,19.08, 369.84, 194.12, 799.48,  0.53
4487, 93252.00,-0.24,-1.18,-0.08, 5.36, 2.23, 7.51,19.11, 369.84, 165.60, 800.40,  0.47
4556, 93255.00,-0.24,-1.17,-0.07, 5.36, 2.16, 7.44,19.19, 369.84, 193.20, 800.40,  0.53
4625, 93249.00,-0.25,-1.17,-0.08, 5.36, 2.23, 7.51,19.11, 373.52, 192.28, 798.56,  0.52
4695, 93252.00,-0.24,-1.18,-0.08, 5.36, 2.23, 7.44,19.11, 369.84, 195.04, 797.64,  0.53
4764, 93252.00,-0.25,-1.17,-0.07, 5.36, 2.23, 7.51,19.25, 368.92, 170.20, 799.48,  0.48
4834, 93252.00,-0.25,-1.17,-0.08, 5.36, 2.16, 7.51,19.16, 371.68, 172.04, 797.64,  0.48
4927, 93255.00,-0.25,-1.18,-0.07, 5.36, 2.16, 7.51,19.22, 370.76, 191.36, 796.72,  0.52
4997, 93252.00,-0.25,-1.18,-0.08, 5.36, 2.23, 7.51,19.18, 372.60, 195.04, 798.56,  0.53
5066, 93252.00,-0.24,-1.18,-0.07, 5.36, 2.16, 7.51,19.18, 370.76, 191.36, 800.40,  0.52
5136, 93252.00,-0.25,-1.18,-0.07, 5.36, 2.23, 7.51,19.17, 371.68, 194.12, 799.48,  0.53
5206, 93252.00,-0.24,-1.17,-0.07, 5.36, 2.16, 7.51,19.21, 371.68, 168.36, 797.64,  0.47
5279, 93252.00,-0.25,-1.18,-0.08, 5.36, 2.16, 7.51,19.24, 369.84, 193.20, 800.40,  0.53
5600, 93247.00,-0.24,-1.17,-0.08, 5.43, 2.16, 7.51,19.27, 370.76, 191.36, 799.48,  0.52
5675, 93252.00,-0.25,-1.18,-0.08, 5.43, 2.23, 7.51,19.27, 374.44, 192.28, 799.48,  0.52
5744, 93249.00,-0.25,-1.18,-0.08, 5.36, 2.23, 7.51,19.32, 370.76, 177.56, 799.48,  0.49
