Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 93258.00,-0.18,-0.11, 0.85, 5.36, 2.16, 7.51,18.60, 206.08, -629.28, 296.24, -1.21
70, 93258.00,-0.19,-0.12, 0.86, 5.43, 2.16, 7.51,18.61, 205.16, -627.44, 294.40, -1.21
138, 93258.00,-0.20,-0.11, 0.87, 5.43, 2.16, 7.44,18.60, 204.24, -627.44, 295.32, -1.21
200, 93263.00,-0.19,-0.11, 0.85, 5.36, 2.16, 7.51,18.63, 207.92, -625.60, 296.24, -1.20
261, 93263.00,-0.19,-0.12, 0.85, 5.43, 2.16, 7.44,18.62, 205.16, -627.44, 297.16, -1.21
340, 93255.00,-0.19,-0.11, 0.86, 5.36, 2.16, 7.51,18.62, 206.08, -631.12, 295.32, -1.21
402, 93258.00,-0.19,-0.12, 0.85, 5.36, 2.16, 7.44,18.62, 207.00, -630.20, 296.24, -1.21
463, 93263.00,-0.19,-0.12, 0.86, 5.43, 2.16, 7.51,18.64, 204.24, -631.12, 296.24, -1.21
524, 93258.00,-0.17,-0.12, 0.85, 5.77, 2.37,13.08,18.63, 207.00, -626.52, 293.48, -1.21
586, 93263.00,-0.19,-0.11, 0.86, 5.50, 2.16, 8.56,18.63, 206.08, -630.20, 295.32, -1.21
647, 93258.00,-0.17,-0.15, 0.85, 4.66, 1.74,-3.48,18.68, 206.08, -628.36, 299.00, -1.21
715, 93263.00,-0.19,-0.13, 0.85, 5.22, 2.09, 5.50,18.65, 202.40, -626.52, 296.24, -1.21
790, 93252.00,-0.18,-0.11, 0.86, 5.36, 2.16, 7.17,18.66, 203.32, -630.20, 297.16, -1.21
851, 93258.00,-0.19,-0.12, 0.86, 5.43, 2.16, 7.44,18.67, 201.48, -626.52, 295.32, -1.21
977, 93258.00,-0.19,-0.12, 0.87, 5.43, 2.16, 7.51,18.70, 202.40, -626.52, 293.48, -1.21
1038, 93258.00,-0.16,-0.11, 0.84, 4.80, 1.81,-0.63,18.70, 202.40, -626.52, 293.48, -1.21
1081, 93260.00,-0.18,-0.11, 0.86, 5.22, 2.02, 4.45,18.71, 203.32, -628.36, 298.08, -1.21
1127, 93260.00,-0.18,-0.12, 0.85, 4.87, 1.81, 0.21,18.73, 197.80, -626.52, 296.24, -1.22
1170, 93258.00,-0.19,-0.12, 0.86, 5.22, 2.02, 4.94,18.74, 197.80, -626.52, 296.24, -1.22
1213, 93258.00,-0.19,-0.11, 0.86, 5.36, 2.09, 6.89,18.72, 199.64, -627.44, 297.16, -1.22
1255, 93258.00,-0.19,-0.11, 0.85, 5.36, 2.16, 7.37,18.74, 201.48, -624.68, 293.48, -1.21
1298, 93255.00,-0.19,-0.12, 0.86, 5.43, 2.16, 7.44,18.77, 201.48, -624.68, 293.48, -1.21
1343, 93252.00,-0.18,-0.12, 0.86, 5.43, 2.16, 7.44,18.76, 200.56, -628.36, 297.16, -1.22
1386, 93263.00,-0.19,-0.12, 0.85, 5.36, 2.16, 7.51,18.76, 200.56, -627.44, 298.08, -1.22
1428, 93258.00,-0.20,-0.11, 0.85, 5.43, 2.16, 7.44,18.77, 200.56, -627.44, 298.08, -1.22
1471, 93263.00,-0.19,-0.12, 0.86, 5.43, 2.16, 7.51,18.76, 199.64, -624.68, 297.16, -1.22
1514, 93255.00,-0.20,-0.12, 0.85, 5.36, 2.16, 7.51,18.79, 200.56, -627.44, 297.16, -1.22
1565, 93263.00,-0.19,-0.12, 0.85, 5.36, 2.16, 7.44,18.81, 200.56, -627.44, 297.16, -1.22
1610, 93258.00,-0.19,-0.12, 0.86, 5.43, 2.16, 7.44,18.80, 196.88, -628.36, 294.40, -1.22
1653, 93255.00,-0.19,-0.11, 0.85, 5.01, 1.88, 2.37,18.80, 196.88, -627.44, 296.24, -1.22
1695, 93252.00,-0.19,-0.11, 0.85, 5.29, 2.02, 5.22,18.82, 196.88, -627.44, 296.24, -1.22
1738, 93263.00,-0.18,-0.13, 0.86, 5.29, 2.09, 6.19,18.82, 195.04, -627.44, 294.40, -1.22
1781, 93255.00,-0.18,-0.13, 0.85, 5.08, 1.95, 3.27,18.84, 194.12, -624.68, 298.08, -1.22
1823, 93258.00,-0.18,-0.12, 0.86, 5.01, 1.95, 2.16,18.83, 194.12, -624.68, 298.08, -1.22
1868, 93263.00,-0.19,-0.11, 0.86, 5.22, 2.09, 5.22,18.82, 193.20, -628.36, 300.84, -1.23
1911, 93252.00,-0.19,-0.11, 0.86, 5.36, 2.16, 6.89,18.86, 195.04, -627.44, 296.24, -1.22
1954, 93258.00,-0.20,-0.12, 0.86, 5.43, 2.16, 7.30,18.84, 195.04, -627.44, 296.24, -1.22
1996, 93263.00,-0.20,-0.14, 0.87, 5.77, 2.37,12.52,18.84, 194.12, -626.52, 298.08, -1.22
2039, 93255.00,-0.18,-0.16, 0.86, 5.84, 2.37,13.70,18.85, 201.48, -621.00, 296.24, -1.21
2084, 93249.00,-0.21,-0.12, 0.85, 6.05, 2.50,16.00,18.88, 201.48, -621.00, 296.24, -1.21
2126, 93252.00,-0.18,-0.12, 0.86, 5.84, 2.37,13.50,18.85, 203.32, -621.92, 293.48, -1.21
2176, 93266.00,-0.17,-0.13, 0.89, 5.77, 2.37,12.87,18.87, 207.92, -621.92, 287.96, -1.20
2219, 93258.00,-0.18,-0.10, 0.86, 6.05, 2.57,15.86,18.84, 207.92, -621.92, 287.96, -1.20
2262, 93263.00,-0.20,-0.13, 0.84, 6.05, 2.43,16.28,18.87, 217.12, -618.24, 284.28, -1.19
2304, 93255.00,-0.18,-0.09, 0.88, 6.12, 2.50,16.83,18.90, 223.56, -613.64, 277.84, -1.18
2361, 93258.00,-0.20,-0.08, 0.86, 5.84, 2.37,12.73,18.93, 229.08, -609.96, 272.32, -1.17
2412, 93260.00,-0.19,-0.07, 0.86, 5.50, 2.16, 9.39,18.96, 229.08, -609.96, 272.32, -1.17
2463, 93258.00,-0.20,-0.12, 0.86, 5.43, 2.16, 7.86,18.94, 231.84, -608.12, 271.40, -1.16
2513, 93258.00,-0.19,-0.11, 0.86, 5.43, 2.16, 7.58,18.91, 231.84, -610.88, 272.32, -1.16
2563, 93255.00,-0.19,-0.11, 0.86, 5.43, 2.16, 7.51,18.93, 228.16, -609.96, 272.32, -1.17
2614, 93252.00,-0.19,-0.11, 0.86, 5.43, 2.16, 7.51,18.97, 229.08, -609.04, 269.56, -1.17
2668, 93263.00,-0.19,-0.12, 0.86, 5.43, 2.16, 7.44,18.97, 229.08, -609.04, 269.56, -1.17
2718, 93263.00,-0.19,-0.12, 0.86, 5.43, 2.16, 7.44,18.97, 229.08, -610.88, 273.24, -1.17
2768, 93263.00,-0.19,-0.12, 0.85, 5.43, 2.23, 7.51,18.99, 230.00, -609.04, 268.64, -1.16
2834, 93263.00,-0.18,-0.12, 0.86, 5.70, 2.30,10.85,18.99, 230.00, -608.12, 273.24, -1.16
2884, 93263.00,-0.18,-0.12, 0.86, 5.70, 2.30,11.41,19.00, 235.52, -607.20, 264.96, -1.16
2937, 93260.00,-0.22,-0.12, 0.86, 6.61, 2.85,24.35,19.01, 244.72, -604.44, 261.28, -1.14
2987, 93269.00,-0.22,-0.14, 0.86, 6.05, 2.50,17.04,19.01, 244.72, -604.44, 261.28, -1.14
