Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 93025.00,-0.19,-0.12, 0.87, 5.50, 2.23, 7.44,20.19, 262.20, -634.80, 270.48, -1.13
68, 93025.00,-0.18,-0.12, 0.86, 5.43, 2.23, 7.51,20.20, 259.44, -636.64, 265.88, -1.14
136, 93020.00,-0.19,-0.12, 0.86, 5.43, 2.23, 7.44,20.12, 258.52, -634.80, 268.64, -1.14
197, 93025.00,-0.18,-0.12, 0.85, 5.50, 2.23, 7.44,20.19, 260.36, -634.80, 269.56, -1.14
271, 93028.00,-0.19,-0.11, 0.85, 5.43, 2.23, 7.51,20.19, 259.44, -634.80, 269.56, -1.14
336, 93020.00,-0.17,-0.13, 0.86, 5.50, 2.23, 7.51,20.17, 259.44, -637.56, 270.48, -1.14
396, 93020.00,-0.18,-0.11, 0.86, 5.43, 2.23, 7.51,20.16, 261.28, -636.64, 267.72, -1.14
457, 93017.00,-0.18,-0.12, 0.85, 5.43, 2.30, 7.51,20.18, 254.84, -634.80, 267.72, -1.14
517, 93020.00,-0.19,-0.12, 0.86, 5.43, 2.23, 7.51,20.19, 256.68, -635.72, 268.64, -1.14
578, 93023.00,-0.19,-0.11, 0.86, 5.43, 2.23, 7.51,20.18, 256.68, -636.64, 268.64, -1.14
638, 93017.00,-0.19,-0.11, 0.85, 5.43, 2.23, 7.51,20.19, 257.60, -634.80, 269.56, -1.14
713, 93017.00,-0.18,-0.12, 0.86, 5.43, 2.23, 7.51,20.18, 254.84, -635.72, 267.72, -1.14
773, 93017.00,-0.19,-0.11, 0.86, 5.43, 2.23, 7.44,20.20, 253.92, -632.96, 268.64, -1.14
834, 93020.00,-0.19,-0.11, 0.85, 5.43, 2.23, 7.44,20.19, 255.76, -634.80, 268.64, -1.14
901, 93025.00,-0.19,-0.11, 0.86, 5.50, 2.23, 7.51,20.17, 255.76, -636.64, 268.64, -1.14
962, 93023.00,-0.18,-0.12, 0.86, 5.43, 2.23, 7.51,20.19, 256.68, -637.56, 269.56, -1.14
1022, 93020.00,-0.19,-0.11, 0.85, 5.43, 2.23, 7.51,20.19, 253.92, -636.64, 267.72, -1.15
1087, 93023.00,-0.18,-0.12, 0.85, 5.43, 2.23, 7.44,20.20, 255.76, -639.40, 265.88, -1.14
1162, 93020.00,-0.19,-0.11, 0.86, 5.43, 2.23, 7.51,20.19, 255.76, -636.64, 269.56, -1.14
1229, 93020.00,-0.19,-0.11, 0.87, 5.43, 2.23, 7.51,20.18, 251.16, -632.96, 264.96, -1.15
1296, 93034.00,-0.18,-0.12, 0.86, 5.50, 2.23, 7.51,20.20, 253.92, -636.64, 266.80, -1.15
1364, 93025.00,-0.19,-0.12, 0.86, 5.43, 2.23, 7.51,20.21, 253.00, -635.72, 267.72, -1.15
1440, 93023.00,-0.19,-0.12, 0.86, 5.43, 2.23, 7.44,20.21, 257.60, -634.80, 269.56, -1.14
1526, 93023.00,-0.19,-0.12, 0.86, 5.43, 2.23, 7.51,20.19, 256.68, -634.80, 264.96, -1.14
1652, 93020.00,-0.19,-0.12, 0.86, 5.50, 2.23, 7.51,20.22, 256.68, -634.80, 269.56, -1.14
1756, 93017.00,-0.18,-0.12, 0.86, 5.43, 2.23, 7.51,20.21, 253.92, -636.64, 270.48, -1.15
