Time (Milis), Pressure (Pa), x (g), y (g), z (g), gx, gy, gz, Temp (C), mx, my, mz, heading (rad)
0, 93252.00,-0.20,-0.47, 0.75,16.07,18.43,20.03,19.14, 218.04, -554.76, 264.96, -1.15
75, 93252.00,-0.09,-0.40, 0.82,14.40,19.13,12.87,19.14, 232.76, -559.36, 257.60, -1.13
143, 93249.00,-0.25,-0.41, 0.86,16.28, 8.70,19.48,19.16, 238.28, -563.04, 251.16, -1.12
204, 93241.00,-0.11,-0.43, 0.88,10.71,-28.87,16.14,19.13, 219.88, -563.04, 245.64, -1.15
265, 93249.00,-0.18,-0.44, 0.82,11.48,-3.48,13.70,19.17, 219.88, -563.04, 243.80, -1.15
329, 93247.00,-0.12,-0.39, 0.82, 5.15,-12.31,10.57,19.22, 210.68, -563.96, 241.96, -1.17
403, 93244.00,-0.10,-0.41, 0.86,10.16, 1.88, 8.97,19.24, 211.60, -567.64, 241.04, -1.17
464, 93249.00,-0.16,-0.39, 0.75, 4.10, 5.70, 6.82,19.20, 218.04, -565.80, 241.04, -1.16
524, 93249.00,-0.08,-0.41, 0.92,11.20, 5.63, 9.11,19.23, 219.88, -564.88, 236.44, -1.15
587, 93247.00,-0.17,-0.40, 0.78, 5.70,12.80, 9.88,19.25, 226.32, -566.72, 234.60, -1.15
651, 93247.00,-0.14,-0.39, 0.85, 8.42, 4.66, 8.83,19.26, 226.32, -566.72, 232.76, -1.15
723, 93247.00,-0.13,-0.38, 0.78, 6.96,12.66, 8.97,19.24, 233.68, -567.64, 233.68, -1.13
790, 93238.00,-0.14,-0.35, 0.82, 9.88,21.15,11.97,19.27, 251.16, -566.72, 228.16, -1.11
871, 93241.00,-0.19,-0.37, 0.73,-25.25,53.36,21.01,19.21, 259.44, -561.20, 245.64, -1.09
945, 93241.00,-0.27,-0.87, 0.57,-188.24,-51.06,-2.09,19.28, 273.24, -517.04, 338.56, -1.04
1013, 93241.00,-0.33,-0.67, 0.68,-12.87,-16.07, 7.23,19.26, 247.48, -502.32, 367.08, -1.07
1080, 93244.00,-0.05,-0.66, 0.76,36.17,-29.22,31.10,19.26, 238.28, -506.92, 368.00, -1.09
1154, 93236.00,-0.23,-0.62, 0.70, 9.67, 2.30,10.50,19.29, 234.60, -513.36, 352.36, -1.10
1222, 93236.00,-0.17,-0.62, 0.73, 5.91, 2.92, 7.86,19.29, 234.60, -516.12, 351.44, -1.10
1289, 93238.00,-0.15,-0.63, 0.74, 5.50, 2.78, 7.58,19.27, 236.44, -515.20, 353.28, -1.09
1370, 93230.00,-0.16,-0.64, 0.74, 5.50, 1.95, 7.44,19.30, 235.52, -517.96, 352.36, -1.10
1435, 93241.00,-0.15,-0.63, 0.74, 5.50, 2.02, 7.44,19.32, 231.84, -511.52, 353.28, -1.10
1498, 93238.00,-0.15,-0.63, 0.74, 5.50, 1.67, 7.37,19.27, 233.68, -515.20, 352.36, -1.10
1559, 93241.00,-0.15,-0.63, 0.75, 5.50, 1.81, 7.44,19.31, 232.76, -516.12, 351.44, -1.10
1621, 93247.00,-0.13,-0.63, 0.75, 5.50, 1.53, 7.37,19.30, 230.92, -515.20, 352.36, -1.10
1681, 93241.00,-0.14,-0.63, 0.75, 5.50, 1.67, 7.37,19.33, 230.92, -515.20, 352.36, -1.10
1743, 93241.00,-0.14,-0.64, 0.75, 5.50, 1.53, 7.37,19.32, 230.00, -508.76, 350.52, -1.10
